movie_id,genre_id
56993,8
138024,8
201130,20
45300,25
187872,20
65207,7
104438,11
59919,5
160996,1
185293,22
42364,8
179249,1
48037,10
81660,1
196422,25
157268,23
53962,27
144625,8
127097,1
194140,8
91906,8
125974,13
174180,8
174329,8
147461,8
86429,1
91757,13
79369,1
186005,1
145431,8
199482,2
82872,20
104649,1
99920,1
124613,1
33925,10
195081,13
105040,8
180335,8
144723,8
48443,13
156090,8
107501,13
182253,8
107705,8
186276,1
147411,22
96959,20
28252,25
119259,16
117514,1
105661,1
3952,27
172088,1
147484,12
164945,12
130699,1
189423,8
136633,8
199971,16
170714,9
139132,7
120975,22
95009,1
99489,1
165714,22
133057,8
187993,28
202326,16
118896,22
117945,22
195122,22
149984,25
136327,28
68620,25
50837,28
108532,8
124628,22
118003,25
94723,23
42386,8
146417,25
152220,16
123976,1
44722,1
69517,5
176185,8
138307,15
179297,8
198866,8
24898,8
184409,13
82331,4
178717,8
137416,8
24422,20
74858,1
154349,8
84096,27
18226,1
104785,27
48684,22
178967,25
202429,25
194606,1
121850,25
58969,8
113981,13
24304,1
136968,8
92763,1
111979,1
165794,13
102891,26
183920,8
185908,25
185161,22
89465,22
180628,8
184384,16
176221,1
201385,25
145480,9
167592,8
178087,22
38472,22
81115,8
7026,1
83065,8
159485,25
97002,22
175400,8
115760,28
194089,13
181690,25
47338,14
196854,8
30064,25
79684,23
136758,16
171063,23
30790,13
65643,22
178076,13
104316,9
195800,8
82429,8
101872,22
76817,28
21147,22
6457,12
164475,7
100844,8
48633,22
150495,1
84059,8
193815,8
157163,28
69414,5
33550,8
154834,13
146635,17
86641,8
69400,5
172027,8
159638,8
74741,28
153627,2
122287,1
81244,13
124394,27
124208,8
881,25
90966,21
87536,26
112777,8
102633,22
65301,15
187624,13
90791,1
51929,13
189740,1
200996,8
43451,2
121676,8
9730,11
13964,8
144790,11
16000,0
140897,8
179253,8
41286,1
82989,25
46786,1
49948,15
194472,1
157193,1
90421,22
157301,8
167624,1
144032,8
89597,8
144833,10
28743,8
31140,14
111185,8
73622,27
184489,25
194044,8
98081,8
19239,13
104541,13
60266,8
63317,5
155750,1
63057,1
169344,25
115578,1
157317,8
134814,15
100969,7
145643,8
173453,22
144973,13
21073,23
188583,8
92997,8
93438,13
64656,13
124871,13
163157,8
83180,10
159853,25
110501,8
173557,1
93828,13
199539,1
52520,9
85869,8
159115,8
127375,26
116317,7
76093,1
199247,8
115771,8
192543,8
137850,25
141493,8
26097,10
124408,8
181490,1
160877,1
147933,22
150482,13
193337,25
154168,1
3592,25
87031,1
145724,8
122775,8
200546,8
104834,22
13302,13
196816,17
183577,1
108679,1
133039,1
121289,16
28011,8
70916,27
185075,25
112267,1
125516,22
181451,8
63986,13
74829,25
109796,1
122981,22
144447,8
111106,8
45767,8
78872,8
62689,8
2137,1
66438,8
138528,8
179055,1
173825,8
77765,22
23675,11
186015,9
122883,13
47188,22
194974,8
19813,28
129989,1
90254,15
46626,1
175361,8
26855,22
48047,8
23260,1
195897,8
17737,1
148201,20
197282,8
185034,25
166771,13
37831,1
178805,1
24405,8
152235,8
188233,27
119719,1
167696,8
159122,8
197193,8
182344,25
60219,22
53211,22
111035,8
118922,13
74392,1
111823,8
104676,5
74694,25
47006,1
174185,14
196350,13
33894,13
78965,8
168490,13
63401,8
139793,8
200394,13
54555,28
87198,8
7965,5
30010,22
194836,13
170036,14
62063,25
183274,1
32275,25
117829,22
116026,1
115242,8
149673,1
85847,1
163591,25
196046,25
172447,22
192407,1
67976,5
75991,15
61710,13
167404,11
160550,8
120445,28
167555,12
83174,1
120227,15
139473,8
146412,13
68240,1
59519,1
195306,25
31541,1
121284,8
48654,8
65397,25
87538,8
103960,8
114892,10
147728,8
146661,13
97890,23
157719,16
46742,8
140247,25
145470,8
60633,25
188783,13
161671,13
184694,8
25445,25
150179,20
138461,8
125282,16
179954,13
64361,1
131920,20
105801,13
22845,13
62135,5
136348,8
160539,1
99803,22
177738,13
176704,8
135008,8
33308,13
28468,1
96934,7
140567,25
185940,1
87407,8
102695,14
65658,1
79605,5
120210,25
159000,8
15728,10
144867,8
190569,1
98025,13
154230,15
141590,13
70633,8
37741,5
161725,8
187558,8
122835,11
173334,8
33689,8
99412,22
139916,13
146800,1
104147,14
115669,13
46194,1
88222,25
19443,1
96981,27
24659,5
174792,8
46328,27
200847,10
60724,5
83922,22
160944,1
64864,14
180853,8
190447,1
173269,15
168944,1
65194,8
113983,22
65813,12
172612,22
109958,25
126338,8
135483,15
28827,1
43497,22
95583,27
187179,13
79142,15
109140,25
128276,1
194555,1
195107,8
198794,8
154718,27
107512,16
147453,14
56793,1
191748,13
116078,13
190620,1
35024,1
104535,8
145145,1
165238,22
159234,8
198716,8
157861,8
158663,8
102274,1
49159,27
129455,0
68486,0
27243,22
95604,13
134504,10
175840,25
1209,22
21938,1
170382,22
142021,25
115879,1
179961,13
98208,8
117099,1
122723,7
29739,1
92613,14
84654,1
189681,25
144964,22
167758,22
89737,7
140394,13
164142,13
73073,5
193754,16
108569,1
202065,22
8612,8
178861,8
159442,1
38345,1
128556,15
197929,8
82416,8
190878,8
126464,1
184935,8
142131,8
9568,1
5174,1
1281,22
179552,1
72393,1
42830,13
98272,1
95121,1
159439,8
56944,8
49469,27
73627,1
198650,8
183353,8
32731,7
40911,15
103757,8
79124,1
74834,1
100919,16
177042,8
72138,13
130647,0
124297,8
190279,25
96392,8
19895,13
99978,13
122443,7
66074,25
110485,16
127279,1
108864,13
57136,22
159141,27
57150,9
155375,16
152347,13
7739,8
98017,8
201391,8
154973,28
148351,22
60886,1
197345,8
168267,13
71243,8
177968,1
142053,22
169077,8
135288,1
118001,16
180479,8
159981,1
8421,20
149484,1
183736,8
50838,7
31426,8
3394,28
53717,20
100145,7
69350,1
148787,8
10310,22
137720,25
109861,1
61868,8
934,8
17178,8
36350,1
129534,13
140781,16
86109,8
111159,8
86751,25
110974,1
3503,1
108498,11
107164,1
64839,16
201633,8
65199,13
172293,1
35452,8
4120,8
190624,22
152399,1
112580,1
183996,1
168335,1
190986,13
109819,8
149741,22
175053,11
103068,1
171064,8
200549,28
200670,8
135327,1
80064,13
128335,22
107130,13
20579,22
63592,8
87186,8
110879,8
77186,28
99991,13
185658,1
79816,8
164934,11
100641,22
188312,22
122624,22
88673,8
56217,5
5738,22
70127,4
68981,8
97390,1
160081,5
33668,1
79877,1
139506,13
183445,7
120547,8
153715,1
111331,1
198920,10
72353,12
79712,8
177043,22
140756,25
100251,1
48063,1
126135,7
42834,8
138503,1
132072,25
156690,13
156480,10
176232,22
64669,13
65314,22
138945,8
116531,8
53966,22
149195,13
175699,8
192656,22
7300,1
27272,16
190916,13
155955,1
195070,1
183504,8
64100,11
97204,5
31935,13
157300,20
121997,5
84956,22
197308,22
42070,25
56291,25
188713,8
107987,8
164135,15
158273,5
183152,8
48589,1
174907,5
20952,25
174578,8
103301,8
47404,8
167850,8
35564,5
165935,28
187280,22
198149,15
105941,13
110483,13
148241,13
64577,7
92723,13
32658,25
179460,16
93699,11
93211,15
147557,1
118656,1
181844,17
44944,26
140282,22
162735,1
142092,1
43931,25
55117,1
160983,22
71104,7
191119,5
165647,11
48309,8
179586,1
140894,12
69535,5
193874,20
37395,10
137060,1
182954,22
110243,5
13058,5
93257,1
106577,13
182384,1
105086,22
9775,8
125729,8
97596,8
157491,8
30786,8
111623,8
58799,13
24527,28
73158,16
192444,1
131750,16
33624,5
81283,8
143316,7
75077,5
84125,9
75660,26
158836,13
30732,8
188460,8
181813,8
129052,17
74399,8
111729,5
113181,13
67980,5
53431,13
47058,8
200291,20
85702,8
157950,1
158632,8
150419,25
32158,8
42394,8
144280,8
105848,8
71406,22
199805,13
13618,8
57433,8
14753,26
48092,1
99554,1
38744,4
26768,9
27849,27
105241,5
133867,1
112378,7
62259,1
3400,1
3521,15
908,8
167264,8
5138,5
174863,1
130606,1
151184,16
195433,7
158788,22
67326,1
98705,22
66135,8
108676,1
58402,1
158021,17
132472,22
152278,8
52510,0
165556,8
192206,8
176564,22
197207,16
15827,22
128822,22
148356,1
146621,8
19604,11
118908,22
63709,1
111996,8
17080,1
174887,13
149308,1
79987,25
40472,22
72217,8
181073,13
156963,1
143202,8
13811,13
4478,13
197145,1
140880,13
137766,22
65334,8
167250,8
172512,16
49514,13
142230,8
69049,8
71186,8
89647,22
28834,15
106835,1
178125,22
17979,15
128843,22
115989,27
48187,1
155139,25
2701,11
40906,1
129500,8
58448,1
55142,8
193926,25
118693,8
104090,13
152181,1
80684,8
144176,20
170161,8
51474,1
180470,8
106699,28
145527,22
87662,13
28424,15
130090,15
127323,1
12583,8
190714,1
187604,8
164424,25
88623,8
189481,8
84613,1
17144,13
17872,8
18125,1
20978,16
148650,8
137069,1
171510,8
65391,8
140799,13
174307,1
175779,25
14193,8
18815,8
153812,10
175820,8
84824,13
168666,1
63732,1
142477,1
110183,17
149743,26
144268,7
114359,8
193155,8
117731,28
172959,8
173813,1
51433,1
163668,8
105266,8
185231,22
9319,25
92752,25
196744,1
176450,8
189576,8
109444,25
17710,1
184704,1
201708,8
130874,1
123327,5
78024,8
99975,25
149046,8
22360,8
107704,1
161983,25
185562,4
120956,1
59303,8
149933,8
80510,8
160928,1
201259,8
182965,1
113328,12
195345,8
145275,25
168063,13
57322,8
194798,1
188557,8
140147,8
156278,16
158297,8
28122,5
73185,1
30001,5
200229,8
108651,13
146103,8
55155,8
104507,13
137975,1
188555,8
150685,8
199334,16
151176,9
150080,8
196014,22
155848,8
174294,8
50816,25
99214,8
172796,8
8450,17
119967,8
132569,0
172125,8
77309,1
173257,1
157182,25
122025,5
177234,8
77648,13
95226,11
15049,13
135480,15
188221,22
144293,25
57985,22
60352,0
109219,11
147889,1
144756,20
67411,25
135709,15
162868,1
38383,25
171278,7
118996,23
201983,25
177746,1
197796,13
131165,8
98654,8
120546,13
144041,1
177494,1
119556,8
4342,28
189877,12
79223,8
60669,13
146886,25
133816,8
113290,8
46343,22
47529,13
189018,22
114490,8
130885,8
34906,1
115683,8
167924,8
135428,9
51074,22
50188,20
153721,1
150278,28
13305,22
54468,8
28280,1
164789,8
67455,15
43306,1
169969,13
1375,20
7913,5
194237,8
38335,16
139509,8
139437,8
175430,8
25101,1
43905,22
166284,16
40103,11
91623,22
63244,13
89057,8
149861,15
52804,8
166585,8
81941,8
194414,15
169474,8
96314,13
802,22
198299,13
46673,7
176867,28
146030,5
151204,8
52974,22
105406,12
168421,1
66554,0
137968,16
146476,7
114580,8
127936,11
35558,1
23096,20
57243,22
80249,13
154728,8
27596,22
138603,22
100985,15
154447,1
88566,8
194829,13
144568,25
199659,8
61494,1
221,13
197312,1
80866,1
103193,8
143738,1
11014,8
128119,27
181703,11
196230,1
156042,8
121714,13
73461,10
128664,26
153123,7
51903,1
155157,25
95940,10
29395,1
192632,1
168892,22
96187,14
34035,1
57129,8
17109,20
62125,8
157444,8
108429,5
121926,0
90152,13
74525,8
162845,7
40266,8
147705,13
166884,8
99940,14
93613,8
197419,16
105208,1
63743,10
145006,1
166784,8
195999,1
43039,1
4577,8
116193,26
119893,22
130613,11
61441,7
157989,5
143215,25
135821,1
149236,20
42266,0
166688,25
33174,22
107714,22
123949,13
159023,8
176120,7
39024,1
122288,27
187771,20
68105,10
182275,1
89625,23
168047,13
137411,8
19516,5
180489,13
128808,1
165031,0
198476,8
188718,8
171636,16
109358,15
116190,1
169840,8
165185,1
141768,25
87795,8
160561,26
190994,13
85921,8
38651,10
119081,8
70993,8
172343,17
56254,22
69836,1
32305,13
192237,12
71187,8
174091,20
61560,13
110206,25
73237,7
61134,1
131799,8
17147,1
27606,1
126495,14
200154,13
9616,25
167318,13
152091,8
13403,8
157755,26
26671,13
443,26
140191,25
173234,8
17797,15
144613,8
171245,8
175644,5
33191,8
35228,8
42500,8
168532,8
146794,12
144744,10
37262,22
191023,25
123486,8
134405,22
89141,5
76821,1
20623,8
20757,8
116237,1
27168,5
125991,1
70180,13
94620,8
151837,1
54461,8
199264,16
199517,1
10396,1
152384,8
5303,25
125833,22
117346,8
60729,22
114321,5
167783,8
123267,7
103727,7
187278,1
63149,12
58002,14
146331,13
119110,1
192521,25
100524,16
93544,10
113676,25
142779,23
122888,13
77597,20
50107,1
187717,25
152679,25
201740,26
123617,20
159975,25
124240,25
139198,8
134115,26
40330,13
119155,10
79610,5
59494,9
140109,16
135419,1
168758,7
132537,14
144133,8
87918,1
130394,15
86909,8
23112,15
181998,8
165335,8
97196,8
200572,9
89159,13
167007,0
43844,1
112238,25
177905,8
67575,11
163918,25
105637,5
166496,1
68079,1
199631,13
144662,8
198324,8
181501,8
179153,8
89865,17
45911,25
47654,22
157001,25
158027,8
122248,1
89787,8
149661,15
102928,1
7738,1
151796,11
125889,22
83971,1
141244,8
104712,8
73545,22
7144,1
59143,12
195265,15
9086,25
96563,25
52051,22
106311,1
188438,5
88587,1
72757,7
175197,8
101365,8
101359,27
9993,1
202450,8
189565,13
180864,8
32103,25
37876,13
168216,1
68734,22
166954,8
38020,25
128206,7
29594,13
