movie_id,rating
61379,6.2
160577,6.8
74558,5.9
7997,6.6
153817,6.2
186083,5.3
54803,4.3
111942,5.8
42342,5.8
144196,6.4
106236,4.8
166967,8.2
161453,7.4
1528,4.2
172166,6.4
39738,6.8
180043,4.0
102279,5.0
115452,5.6
76347,5.1
64377,5.6
111699,5.8
178713,6.7
32804,6.5
127090,5.7
65188,6.1
10430,5.3
108820,6.7
89620,7.8
155218,6.6
187956,6.9
95049,7.1
73284,5.6
63351,6.2
182223,4.7
160845,7.4
197136,5.4
88804,4.0
178542,6.6
198374,5.1
194002,6.4
83950,7.7
49138,8.3
64282,5.8
199158,6.3
124059,5.9
193657,6.4
180620,7.1
56692,6.2
41641,5.7
140697,3.5
100977,8.2
147027,5.6
17331,6.9
154752,8.8
144181,6.8
152825,6.2
148602,7.2
189543,7.7
13755,7.3
42656,7.9
37637,5.4
187400,5.9
189885,7.2
162527,3.6
86889,6.8
62908,7.3
155016,4.7
63374,6.9
90135,5.7
29194,3.3
189599,5.5
167866,4.8
54023,5.7
22102,6.6
71182,6.1
161258,4.1
171964,7.5
172693,6.1
188899,3.9
19252,7.3
32140,5.2
126090,5.7
30001,8.7
173603,9.1
125638,7.7
138145,5.0
113623,7.6
27006,7.9
146392,5.1
91087,5.3
116070,5.8
194785,5.6
60716,7.7
62069,5.9
92348,5.5
104393,5.5
161283,5.4
91936,6.5
152236,5.7
25069,6.5
146151,6.5
58248,6.7
73493,6.9
94082,6.2
25300,7.2
23073,4.8
129213,6.4
168047,6.1
202178,8.7
109615,8.4
89314,6.0
200624,4.8
21969,6.5
182697,3.6
123269,6.1
84481,5.5
192345,4.2
176178,6.5
38241,6.5
132497,7.0
160423,6.4
2959,6.8
140277,4.1
33005,4.9
147435,5.9
129868,5.8
111305,9.2
89785,7.1
175869,4.9
51382,6.7
100745,8.6
99540,7.3
177091,7.2
33708,3.7
95767,6.0
42432,6.4
101726,4.6
163690,6.7
122274,6.7
178684,5.9
22422,5.8
43130,6.7
48835,6.1
129275,7.1
46799,6.7
73303,3.2
61167,7.2
10915,4.8
32438,5.7
76362,4.2
31994,5.6
112796,7.4
81659,6.2
127415,5.7
180771,5.9
126622,6.4
109081,6.7
112355,5.5
75992,6.3
88882,5.7
164018,7.0
157493,5.9
67482,6.8
139463,6.9
166175,7.0
64969,5.1
63323,4.8
701,7.1
101335,5.4
176561,4.2
101183,6.8
108782,7.1
132084,7.2
103392,5.8
157655,5.7
190574,7.0
127898,4.1
174651,6.4
52351,6.7
70439,6.7
6365,6.1
61422,6.3
196168,7.1
34166,5.8
188576,8.3
60403,6.6
70734,7.2
86591,5.6
175620,8.0
180016,6.5
122404,8.6
105220,6.4
109220,6.8
188513,7.7
16019,6.4
136427,8.0
99054,6.8
71310,7.1
16680,5.3
21225,5.8
146669,6.0
111150,4.8
155978,7.1
94031,5.5
120538,6.9
129227,6.3
108892,6.3
146490,7.2
189798,6.5
120896,7.0
141661,5.3
73334,6.6
97271,7.3
103598,7.1
144954,4.0
166737,6.8
44872,4.6
62087,5.3
51102,7.1
22516,6.5
199874,6.7
176549,6.7
136580,4.0
1504,6.8
174717,7.3
105593,6.5
52630,4.8
98427,4.9
146717,4.7
20875,4.1
190812,8.8
96494,5.5
35032,8.7
111629,7.2
47210,7.2
135558,5.3
31552,7.1
105796,4.5
138393,4.2
137937,4.9
68546,7.2
80482,4.9
88933,6.6
123712,5.6
34585,4.3
138701,5.0
88979,5.1
175400,8.5
105698,5.6
167028,6.1
99085,4.5
128994,6.7
182535,3.6
50053,5.4
135327,7.4
168903,5.1
64629,7.7
78433,6.3
19770,6.0
194957,6.0
199467,5.6
65280,3.6
62559,6.5
184323,7.0
7605,6.4
106122,7.7
50357,7.2
50905,3.9
106658,6.6
60589,4.6
191352,2.7
119654,3.6
180940,7.8
160637,6.9
20078,6.6
72005,5.8
88044,4.7
151731,6.0
84387,4.3
23575,4.0
201572,6.6
172938,6.3
10995,6.1
184453,4.1
112099,7.4
64272,5.3
78628,6.6
1023,7.2
137782,5.8
94837,6.7
162606,5.4
118450,6.8
189340,7.1
27758,4.9
132040,8.3
187575,7.3
189953,6.3
62722,8.7
94842,6.9
73088,5.4
14269,4.9
183833,7.2
93746,6.2
186921,6.1
51926,7.1
110267,7.9
147,5.3
52466,6.6
94117,5.7
177858,5.6
121862,6.7
84826,6.9
157378,6.4
78632,4.7
136444,6.4
186127,7.5
40480,5.9
113641,6.7
198504,5.4
44152,4.0
10612,4.9
105623,6.9
41243,6.6
30521,3.2
121247,5.9
96082,7.2
113431,8.0
37899,6.0
97095,6.1
98422,7.5
35453,7.2
131084,6.8
142704,6.7
196693,6.2
114359,8.7
122711,2.7
102220,6.0
174634,6.3
29163,7.5
60108,6.8
184408,5.0
20633,7.0
155220,7.0
98171,5.2
71706,5.4
2499,3.1
89877,6.8
19475,5.1
197929,6.8
193446,6.5
109404,7.6
161574,3.3
47841,5.5
151377,7.5
170881,6.7
199243,7.0
123532,6.9
4565,4.5
20723,7.4
156092,6.5
87970,7.9
135531,3.7
191582,7.0
17913,8.2
163096,6.6
77861,6.3
121651,5.6
48057,7.7
135746,8.0
57040,7.0
137261,6.3
117145,6.4
58041,3.0
23627,4.6
19735,6.3
67315,5.2
153436,2.7
25854,5.0
84393,7.5
39732,6.5
121869,5.4
92771,8.5
58810,6.7
156146,5.0
121135,6.8
168134,7.6
93110,7.6
125400,6.1
42043,7.4
8163,7.2
62521,6.6
25191,3.5
146296,6.3
181131,7.1
151656,5.7
79020,2.8
33053,7.5
54517,6.8
45440,7.0
156713,7.0
178042,6.0
47734,7.0
83936,7.0
52006,6.3
118755,8.1
90661,5.9
542,4.5
10665,4.5
154766,7.7
101258,6.9
33227,8.2
101800,6.9
164320,7.7
129670,7.2
28521,3.7
195981,7.3
158041,4.7
75303,4.8
132395,6.2
5900,5.5
170272,7.6
140958,6.1
43292,6.4
36119,5.5
32996,5.7
3869,6.1
138863,4.6
174866,6.0
122456,7.2
182834,5.9
123653,4.9
197830,7.5
63090,9.0
198970,6.5
127097,9.0
61266,3.6
48782,3.4
147548,6.3
156999,6.9
26864,5.9
16377,5.7
72236,6.2
190038,7.6
2293,5.9
64739,7.8
119719,6.6
172397,6.1
39753,7.3
15610,7.2
9028,7.2
24963,4.6
48913,7.9
70635,5.9
69429,6.7
57150,4.7
97433,5.4
110213,5.7
189226,7.4
78412,5.6
45402,6.6
47013,4.8
38482,3.4
95237,3.9
134797,7.3
37901,5.2
93905,5.6
54384,5.3
129366,6.3
194227,5.1
172997,6.3
200838,4.2
167718,5.0
44257,6.7
103274,6.9
170447,7.7
73162,7.2
74157,7.2
14504,5.8
130355,5.6
190945,6.8
158171,5.0
100767,6.1
127107,6.7
174706,4.4
53177,5.8
112897,3.6
83141,6.2
61916,5.3
67423,3.7
106001,4.5
130111,6.9
81687,6.7
99560,6.6
30732,7.5
161338,8.1
171311,6.0
24675,6.4
177095,6.4
201874,6.2
139437,5.1
23251,3.0
76185,7.2
178398,5.3
36750,7.5
5510,6.1
152060,3.8
37635,3.1
101665,6.5
95865,6.2
67869,6.0
181700,7.9
21828,5.5
181765,6.1
131606,7.2
57023,5.4
116708,4.3
37911,4.9
7139,5.0
139709,6.2
79941,7.6
19912,6.5
2882,6.9
12076,5.2
169496,4.1
31057,7.3
69141,7.1
174629,5.5
174884,7.0
117244,5.2
74872,6.0
149163,7.3
27556,2.1
176007,6.9
201703,6.6
45261,5.2
183632,6.2
184637,5.3
22175,5.2
50108,6.1
121180,5.0
36130,4.8
190392,7.5
36136,5.7
34996,6.1
64981,6.6
70430,6.6
191218,5.4
129530,6.0
171900,6.2
19603,6.6
145938,7.2
111589,4.8
145523,7.2
2299,7.5
88679,6.6
103488,7.0
34644,6.9
70797,5.3
7893,5.2
111036,6.4
190578,7.0
96439,7.7
187509,5.4
76973,7.7
125662,5.8
93838,3.9
85573,5.1
176748,5.0
190171,3.8
147907,5.7
59034,3.4
84116,7.3
29212,3.6
177302,6.0
128526,6.8
160993,6.9
118393,7.2
148590,4.6
10354,3.9
67474,7.2
142667,6.9
69259,5.6
71175,5.8
159536,6.2
174590,4.6
58665,7.9
152824,6.3
29134,6.2
3772,5.9
110209,6.3
61620,6.4
168453,7.2
97248,5.5
47997,6.2
117019,6.2
91215,4.0
127916,8.2
173027,6.5
6963,6.1
78008,6.5
57854,6.8
61742,6.9
196646,5.2
95160,3.1
40669,7.5
180871,6.2
49243,6.7
15767,7.0
27708,3.0
186249,4.3
94287,6.5
175500,8.0
9124,8.0
45369,5.8
139680,5.0
104889,7.0
87287,6.4
71429,7.2
20746,5.4
184106,6.3
104124,7.2
201135,3.8
87456,5.8
159397,5.8
154518,4.2
102349,6.2
110640,6.8
96517,5.5
166777,7.6
200731,7.3
142049,5.5
128508,7.2
75132,7.8
15525,6.8
28893,5.3
124017,4.4
124145,8.1
157693,6.8
4298,5.4
123295,3.8
41139,6.7
152517,7.1
60984,6.8
172373,6.8
83088,6.1
53997,6.8
156458,3.7
72233,5.4
99058,7.5
175112,5.7
30066,5.1
85803,8.8
4840,4.5
169572,6.5
160599,6.8
153990,6.7
95204,4.6
77082,6.8
119208,6.0
77426,4.4
126227,6.3
62821,6.6
12573,4.6
123612,5.9
116240,3.8
45715,6.2
135316,6.8
133552,5.7
191183,7.3
156634,7.4
177901,7.7
86465,6.1
122909,4.3
138222,6.2
98889,4.4
20718,6.3
38102,6.7
166732,7.2
183905,7.2
101163,3.4
3130,4.7
144142,8.1
177779,6.1
94004,5.9
75866,5.9
35506,5.6
146920,7.5
9190,8.0
72060,6.2
195318,7.1
152959,6.0
28169,5.6
128164,5.7
76522,7.9
171760,8.4
153418,5.2
9422,7.0
129482,6.2
184794,8.1
162380,6.6
158876,7.0
118288,5.5
94650,6.5
151357,7.1
185045,5.4
168429,6.8
29875,6.1
136605,7.5
116390,3.6
47507,6.5
49156,6.9
187144,6.5
20623,6.5
136604,5.9
37723,6.5
193118,7.4
106309,8.5
79264,5.6
97133,6.2
55421,7.9
139473,6.1
5701,6.6
200064,6.0
144504,4.4
93292,6.5
99984,5.5
114850,6.0
86421,6.7
138795,7.4
65840,5.8
69652,7.6
126594,5.7
64079,6.8
136937,5.0
185291,5.0
177745,5.2
22148,6.5
2530,2.4
35991,7.2
192530,4.2
94796,5.9
37868,4.5
129497,5.6
21672,3.7
157322,6.1
38859,7.7
196526,7.5
135208,6.0
124095,5.9
25545,6.8
169633,5.5
12518,6.1
136420,5.7
124751,4.6
45092,8.4
160337,6.8
55123,6.6
77349,7.0
113962,7.4
153788,4.3
63541,6.5
102299,6.1
147746,6.5
63763,6.2
84016,3.2
31005,4.4
35334,6.2
162196,5.5
32465,3.5
175982,7.0
4377,6.4
67514,6.5
167376,7.4
167624,4.4
39078,6.1
126286,5.1
58005,8.5
181176,5.2
25286,7.8
155383,5.4
125704,8.2
70870,5.4
110305,7.8
182962,6.1
154262,5.8
166871,8.3
133522,7.5
22687,8.8
190351,7.8
163568,5.8
131601,5.6
114811,6.2
70820,2.4
128964,6.9
51399,9.2
48719,6.3
108915,6.6
125442,4.7
142347,6.6
76872,4.0
82421,5.3
37298,8.2
201579,5.3
149563,7.2
160852,7.8
32965,8.4
42991,6.9
187818,6.8
117773,5.8
160976,6.7
19888,7.1
62702,3.2
36645,7.4
161986,6.5
27367,4.8
162774,4.4
25840,2.9
136108,6.8
38337,7.0
70782,7.6
191435,7.7
181864,6.8
60648,5.3
48246,5.0
128858,6.7
99990,5.2
135334,6.1
51576,4.0
196421,6.1
129228,7.4
60195,7.1
121766,8.2
5246,6.3
178766,2.4
159170,7.5
5581,6.8
176887,8.0
115602,7.1
190095,7.4
141701,6.8
143716,2.0
123881,5.6
46535,7.4
129070,6.5
117256,4.0
17091,5.6
93639,7.5
194620,2.9
138306,6.8
5612,4.6
187563,9.1
117083,5.5
45245,6.2
116379,5.1
78402,4.6
111760,3.2
117175,6.5
120375,8.1
93455,7.4
35208,7.0
52128,5.6
19879,7.7
58777,4.4
23227,6.0
134834,6.5
97689,7.4
187623,7.2
97609,7.5
17080,6.2
115778,7.4
92057,3.4
109281,6.3
191231,7.2
50716,7.2
100474,6.5
54689,7.2
112061,5.3
36534,4.8
15867,6.7
155249,4.7
135583,6.8
190433,8.4
163400,5.9
198794,7.4
141322,6.6
181943,6.2
177082,8.0
154690,6.8
111308,7.8
185034,5.0
102710,6.3
52105,6.7
167608,6.3
8129,8.4
126383,3.9
43983,7.0
53234,5.7
101496,7.1
27263,7.0
173919,5.3
200824,6.7
32593,6.0
102175,5.7
189767,6.9
194174,6.7
3199,5.3
191897,6.6
125197,6.1
184694,7.8
30146,5.7
37710,5.1
87695,7.3
37816,6.4
117063,6.0
82823,8.5
41485,7.5
116001,8.1
119423,7.2
150658,5.8
10419,6.5
173005,8.4
52696,6.0
202270,2.7
20787,5.4
65421,5.6
23286,6.0
6371,6.7
166189,4.9
107836,6.3
84669,6.1
195328,4.0
49308,6.3
42460,4.0
59223,6.1
107030,6.5
24112,6.0
30437,4.1
182867,5.8
53358,8.8
14092,8.8
134719,5.9
142528,2.9
194964,5.3
128886,6.4
12169,5.3
64346,4.6
164474,6.7
92853,3.8
125828,6.3
147341,4.8
2146,6.0
124180,6.4
3647,7.3
90502,7.2
169051,6.5
91913,5.7
6505,6.8
68617,7.0
61513,7.7
33962,6.8
118225,6.5
131180,6.1
102263,5.9
159295,6.7
141774,7.1
51546,7.2
114909,6.9
177100,6.7
102985,4.7
127464,4.7
76654,6.6
139324,8.3
33811,8.8
23515,7.6
157544,7.2
194702,5.1
139606,6.9
59150,6.3
147932,6.3
130208,5.3
112664,8.3
95575,6.3
184571,7.4
85264,7.1
144619,8.7
151226,4.8
4021,6.1
174843,3.3
26562,7.2
126819,7.0
47929,4.9
59434,6.9
131735,4.2
169873,6.4
183906,5.8
133732,6.8
19673,4.3
195872,6.2
110466,6.9
126427,5.6
15841,8.0
179967,6.3
37265,5.3
139762,6.5
180181,7.9
93663,6.8
196350,5.4
189448,5.4
192322,6.2
194364,7.7
195679,7.7
103587,6.7
55197,5.7
82392,5.2
106396,4.1
8299,5.4
136468,6.1
169663,4.5
187657,7.2
61666,6.5
110113,6.7
172888,4.8
141672,5.7
53633,5.3
192205,5.4
112696,6.3
180481,4.8
152589,2.5
181047,6.8
111764,3.0
148988,6.7
102311,5.6
14311,5.7
147874,7.0
16661,7.3
22176,3.9
153704,6.9
160666,6.6
104862,5.8
63885,3.8
197556,8.3
65545,6.7
37191,6.3
93248,5.5
78449,6.6
96876,6.0
137265,5.7
49913,7.0
124655,4.9
22967,6.5
165237,4.1
133627,5.3
36108,3.5
157732,4.2
159371,3.9
171347,7.1
106212,7.4
115134,7.2
146670,5.1
130849,6.7
103066,6.1
106366,4.1
87960,7.9
99216,5.6
93863,7.1
22112,4.3
154667,7.9
48075,3.4
150927,5.3
17138,5.9
5645,6.3
146583,5.4
145383,4.4
194805,9.0
29204,4.0
97758,6.2
135900,5.5
19950,5.2
127603,7.4
165877,7.0
95466,5.8
176508,7.0
112799,6.3
156693,5.7
79562,5.3
139798,4.8
42456,6.5
151198,6.7
3460,7.4
81403,4.8
137665,4.7
92830,7.9
115037,5.0
53670,5.9
7995,7.3
55350,6.3
194407,4.9
187878,6.1
91288,6.2
106705,6.1
53040,6.8
136844,6.5
164957,4.8
36557,4.2
15728,4.3
69505,5.9
30617,5.2
3501,7.8
114108,4.8
186086,6.6
59230,6.6
142253,5.9
20213,7.8
110182,7.9
80869,3.2
147052,6.1
113140,7.2
200539,4.8
54066,3.8
62057,5.1
9754,7.4
28297,4.4
49782,4.9
45392,6.5
153871,6.7
105494,4.9
44710,7.2
178632,5.4
43479,6.4
154473,3.5
89490,6.0
8360,5.4
125997,3.2
117803,5.4
21539,6.5
172493,6.8
2448,6.6
27334,6.0
176275,6.6
158429,6.7
87632,7.2
89003,5.5
179816,7.0
193914,5.6
161098,4.4
154971,3.7
44148,6.8
180165,7.3
133004,4.7
2118,5.3
92594,6.2
52234,5.9
196400,7.9
191921,7.1
143547,5.9
29218,7.2
132774,6.1
155211,8.2
33326,6.9
45391,5.7
148638,6.0
57698,3.7
37698,6.0
127309,7.2
134245,6.0
115197,8.0
173231,7.3
96670,4.8
200421,4.2
56768,5.9
164910,6.8
108453,5.1
181145,6.4
202180,9.0
73183,6.6
92557,4.2
102412,6.5
65489,7.0
177174,3.3
109373,6.4
68956,6.1
87756,6.6
196921,7.0
184707,6.2
156879,5.5
3180,7.7
140559,5.5
124208,7.1
107552,6.8
145369,6.5
197088,5.9
97992,5.8
110604,3.0
188770,5.8
59695,6.6
64373,6.6
125969,5.1
77210,6.0
126416,6.0
15308,7.5
186203,7.6
65642,6.6
108409,4.0
178771,7.2
137413,7.6
52229,7.8
59745,6.0
157736,6.7
167478,5.1
50118,7.2
106709,5.7
50818,7.3
41083,5.9
85108,5.8
59819,6.7
82242,7.2
55381,6.3
167426,6.9
100913,4.1
60218,4.2
188389,3.2
104411,6.9
81539,7.4
110965,5.9
162485,6.4
7573,2.8
119004,3.7
18002,5.9
110282,4.2
157469,5.6
172915,7.3
182055,5.7
120304,6.5
137758,7.7
63131,5.3
94292,3.6
95295,6.3
191194,3.8
30355,5.8
85162,7.5
49936,6.1
21012,6.1
67984,4.5
16185,6.8
142803,7.4
63937,6.3
147452,6.3
127846,4.4
233,7.0
200571,6.2
32515,4.8
111574,7.9
57696,5.7
86809,4.6
23750,6.8
146244,6.4
170275,7.3
18020,7.0
112528,6.1
179890,5.5
17711,7.0
81228,7.1
199022,7.0
197472,7.5
23664,5.7
63583,4.9
116280,7.7
188541,6.4
38545,4.1
49406,5.4
162197,6.1
124365,5.3
176655,5.4
132654,6.8
51852,6.7
136617,3.9
103956,6.2
35396,5.9
33932,6.7
58261,7.0
182470,5.0
145811,2.1
103506,7.0
171534,5.2
91685,5.8
19520,6.3
180658,6.9
168037,4.4
13973,6.2
8798,5.6
190461,6.3
90320,7.3
106800,7.2
179602,6.2
105744,5.7
84750,6.2
14922,5.8
159025,7.6
34505,7.6
25899,6.9
180092,7.3
184830,5.8
138601,6.0
161741,7.2
90174,6.3
5484,6.7
122403,3.7
105577,3.1
75867,3.3
195588,5.8
175651,6.0
24348,5.4
88209,5.4
190917,4.2
13333,6.3
89856,5.6
136348,6.5
171513,6.2
197793,5.5
20286,7.4
43289,7.3
64616,3.8
130154,5.9
81675,4.8
39713,7.8
58740,5.6
21487,7.3
130588,5.2
87520,5.4
52203,6.5
52072,6.5
152438,4.8
58506,5.5
104783,7.6
77851,6.0
105914,6.0
37764,5.1
153811,7.8
59971,6.4
96536,8.2
58267,2.2
24999,6.3
103179,6.5
25783,3.9
20870,7.8
112219,8.1
135175,5.4
101405,5.3
92924,6.7
136947,6.1
151164,5.7
165734,6.5
109964,6.0
143481,6.2
59132,7.8
175065,7.1
12023,6.7
116454,6.5
54440,6.8
56385,3.3
63871,4.4
179267,6.8
60903,5.5
158405,6.6
163601,9.1
198338,5.7
174387,3.2
106299,4.6
94799,6.4
27853,5.8
56228,7.2
7086,6.6
51759,5.3
122333,4.5
129075,5.7
179656,1.6
8397,5.8
122535,5.7
3386,3.7
144477,8.0
57537,3.8
81850,6.5
70859,7.2
19631,6.3
158240,7.7
24893,6.2
118817,5.8
187527,6.2
84611,6.7
8915,5.9
27060,5.3
40014,7.4
146249,6.0
140454,2.8
45191,4.2
177037,6.9
137416,7.9
199882,6.9
64201,4.9
171812,7.2
144945,5.6
187264,4.2
26259,5.5
28086,6.9
164848,7.3
166291,8.2
111625,6.4
22052,7.9
125169,5.4
117561,3.0
65788,5.8
158919,7.0
17707,5.6
25628,6.0
66366,7.1
191092,7.4
198940,5.4
138934,5.6
191337,3.6
168097,5.6
145818,6.4
105490,6.0
42952,5.5
148138,8.4
98536,6.1
104797,4.4
124097,2.4
176294,4.9
131457,7.7
681,4.4
46649,6.7
176447,7.2
114788,4.0
15603,3.2
39646,7.5
125685,7.1
12228,6.9
141628,6.8
186229,3.7
166668,3.5
24064,7.2
9375,6.6
20476,7.1
144224,5.0
152406,6.8
