"id1","id2","weight"
1578,2154,1439.66
1578,1283,1820.39
2154,1283,380.73
1408,2701,557.64
1408,2234,303.39
2701,2234,717.42
1441,2701,638.65
1441,1440,382.78
2701,1440,1021.43
1440,2701,1021.43
1440,1813,683.39
2701,1813,1568.74
2701,1407,960.46
2701,1813,1568.74
1407,1813,2529.2
1407,2701,960.46
1407,1408,486.48
2701,1408,557.64
3,1407,469.12
3,1408,407.89
1407,1408,486.48
17,897,439.91
17,2259,222.02
897,2259,217.89
897,17,439.91
897,2110,472.32
17,2110,341.32
2563,897,502.86
2563,2015,296
897,2015,798.86
897,2110,472.32
897,2015,798.86
2110,2015,365.71
159,2271,748.88
159,948,752.66
2271,948,485.28
2271,1174,369.71
2271,948,485.28
1174,948,219.37
1182,503,242.71
1182,2477,295.97
503,2477,338.36
2453,1745,147.74
2453,2339,162.48
1745,2339,251.67
1467,1750,150.59
1467,1210,173.13
1750,1210,323.72
1750,1467,150.59
1750,2245,241.73
1467,2245,166.49
1210,1750,323.72
1210,2339,292.89
1750,2339,163.95
1750,2453,203.65
1750,2339,163.95
2453,2339,162.48
2453,1750,203.65
2453,2244,113.68
1750,2244,118.77
233,1452,232.05
233,410,571.84
1452,410,339.79
678,233,332.94
678,410,904.78
233,410,571.84
543,233,190.94
543,678,148.96
233,678,332.94
1452,233,232.05
1452,1451,184.86
233,1451,259.88
233,2503,220.96
233,1451,259.88
2503,1451,480.84
233,543,190.94
233,542,289.76
543,542,167.32
2503,233,220.96
2503,542,105
233,542,289.76
1743,2231,358.32
1743,234,174.01
2231,234,184.31
2231,1743,358.32
2231,1728,339.59
1743,1728,185.3
234,2231,184.31
234,1729,271.78
2231,1729,120.58
1723,1728,196.22
1723,2505,125.87
1728,2505,231.66
1723,1457,78.69
1723,1728,196.22
1457,1728,226.95
314,2503,146.2
314,542,191.05
2503,542,105
2700,314,78.75
2700,542,112.3
314,542,191.05
314,2700,78.75
314,2708,191.17
2700,2708,247.83
90,409,342.2
90,1451,441.92
409,1451,209.42
2503,90,230.11
2503,1451,480.84
90,1451,441.92
1610,1621,582.04
1610,414,376.78
1621,414,237.26
485,1610,400.26
485,2534,254.37
1610,2534,260.63
1620,199,1030.49
1620,1713,1053.03
199,1713,747.95
199,1590,280.06
199,1713,747.95
1590,1713,467.89
985,2230,355.14
985,2357,316.85
2230,2357,275.75
2197,1638,212.35
2197,1214,1746.01
1638,1214,1958.36
1481,2197,779.91
1481,1214,1247.96
2197,1214,1746.01
1040,1039,367.3
1040,2368,869.68
1039,2368,502.38
1039,2393,419.27
1039,2368,502.38
2393,2368,575.18
1034,2438,837.38
1034,2616,1018.38
2438,2616,181
385,2203,531.95
385,1644,588.92
2203,1644,392.02
1821,517,432.76
1821,1664,539.73
517,1664,114.59
854,1821,61.64
854,1664,598.3
1821,1664,539.73
517,1821,432.76
517,1390,158.76
1821,1390,274.31
1821,1373,89.88
1821,1390,274.31
1373,1390,194.9
2571,2706,68
2571,1442,321.82
2706,1442,253.82
2619,2571,134.13
2619,1442,455.31
2571,1442,321.82
1369,1842,138.35
1369,1845,307.02
1842,1845,418.77
13,1194,97.15
13,111,146.2
1194,111,210.55
13,850,194.24
13,1410,2414.53
850,1410,2222.48
850,13,194.24
850,111,48.44
13,111,146.2
13,1410,2414.53
13,1177,140.18
1410,1177,2481.72
1194,13,97.15
1194,1177,59.32
13,1177,140.18
517,516,65.45
517,1664,114.59
516,1664,50.07
516,850,63.57
516,1664,50.07
850,1664,21.9
516,517,65.45
516,1410,2162.05
517,1410,2102.01
850,516,63.57
850,1410,2222.48
516,1410,2162.05
1403,1405,154.95
1403,115,93.44
1405,115,104.27
115,1405,104.27
115,1713,380.73
1405,1713,276.46
1350,1343,188.51
1350,793,1003
1343,793,814.49
1231,1350,487.25
1231,793,1481.67
1350,793,1003
36,669,1289.22
36,2501,429.34
669,2501,1144.16
1712,36,287.2
1712,2501,142.14
36,2501,429.34
10,1238,641.65
10,1343,238.32
1238,1343,403.33
1954,1712,262.55
1954,1717,1506.49
1712,1717,1243.94
1238,1954,1028.55
1238,1717,538.6
1954,1717,1506.49
1954,36,549.75
1954,1712,262.55
36,1712,287.2
1582,1034,600.51
1582,2616,599.69
1034,2616,1018.38
388,1066,355.15
388,1685,625.72
1066,1685,331.64
1270,195,381.2
1270,303,306.11
195,303,663.35
2396,889,596.73
2396,303,631.85
889,303,764.16
195,2396,103.55
195,303,663.35
2396,303,631.85
981,324,665.07
981,1578,392.89
324,1578,272.18
324,1565,208.85
324,1578,272.18
1565,1578,370.18
1786,2309,139.35
1786,2467,216.71
2309,2467,84.7
2645,1786,153.59
2645,1784,48.84
1786,1784,115.07
1786,2645,153.59
1786,2309,139.35
2645,2309,124.14
1786,1800,634.41
1786,1321,84.01
1800,1321,718.42
1800,1786,634.41
1800,2467,851.12
1786,2467,216.71
2645,1301,171.38
2645,2309,124.14
1301,2309,67.55
2309,1301,67.55
2309,2467,84.7
1301,2467,49.47
526,1326,239.36
526,2467,133.83
1326,2467,105.53
1326,1800,956.65
1326,2467,105.53
1800,2467,851.12
2444,2492,36.75
2444,1321,74.78
2492,1321,40.27
669,2492,340.73
669,2500,449.77
2492,2500,117.79
2492,2444,36.75
2492,2500,117.79
2444,2500,89.53
1708,1712,318.66
1708,229,62.69
1712,229,375.08
1708,432,141.53
1708,1712,318.66
432,1712,177.13
1401,1708,71.75
1401,229,58.75
1708,229,62.69
432,1708,141.53
432,1401,163.98
1708,1401,71.75
1083,386,167.2
1083,1685,205.75
386,1685,115.17
30,1060,425.73
30,1082,171.82
1060,1082,292.04
600,30,207.86
600,422,269.48
30,422,167.45
1083,600,185.15
1083,386,167.2
600,386,338.67
600,1083,185.15
600,30,207.86
1083,30,320.33
1517,107,270.07
1517,422,168.43
107,422,188.07
1084,107,118.65
1084,1517,151.42
107,1517,270.07
107,600,117.1
107,422,188.07
600,422,269.48
107,1084,118.65
107,386,400.98
1084,386,512.52
600,107,117.1
600,386,338.67
107,386,400.98
2632,323,279.18
2632,46,111.19
323,46,167.99
1559,323,175.36
1559,1510,440.72
323,1510,616.08
323,1577,375.13
323,1510,616.08
1577,1510,240.95
1577,2187,420.48
1577,1695,981.94
2187,1695,590.11
323,2187,100.87
323,1577,375.13
2187,1577,420.48
2187,323,100.87
2187,2632,194.88
323,2632,279.18
2187,1686,1206.83
2187,1695,590.11
1686,1695,619.1
1695,2308,279.48
1695,2443,707.74
2308,2443,632.04
1686,2308,339.62
1686,1695,619.1
2308,1695,279.48
2435,2421,284.52
2435,1529,182.93
2421,1529,148.99
1057,1528,95.74
1057,1048,197.73
1528,1048,164.68
1057,2435,213.77
1057,1528,95.74
2435,1528,239.08
1079,1057,220.66
1079,1048,139.99
1057,1048,197.73
75,834,948.04
75,1223,446.21
834,1223,501.83
2606,2605,579.07
2606,1292,181.48
2605,1292,425.62
1653,2418,270.02
1653,56,210.12
2418,56,321.57
2210,2406,1425.45
2210,1654,179.89
2406,1654,1543.43
1653,2406,1351.83
1653,2210,172.21
2406,2210,1425.45
2406,1653,1351.83
2406,2134,127.26
1653,2134,1479.09
2406,1686,2167.82
2406,1654,1543.43
1686,1654,1805.37
2406,532,1949.24
2406,1686,2167.82
532,1686,323.51
2406,2606,1395.45
2406,1677,1604.86
2606,1677,209.41
2406,2605,956.87
2406,2606,1395.45
2605,2606,579.07
2605,2406,956.87
2605,2134,1078.57
2406,2134,127.26
1275,2605,477.47
1275,666,289.39
2605,666,766.86
2605,1275,477.47
2605,1292,425.62
1275,1292,170.76
1779,2323,267.62
1779,1720,274.17
2323,1720,150.26
2343,302,94.79
2343,2629,91.44
302,2629,186.23
302,78,133.01
302,2629,186.23
78,2629,313.06
2643,2465,191.52
2643,2629,447.19
2465,2629,638.71
78,2643,175.54
78,2629,313.06
2643,2629,447.19
1951,675,183.48
1951,2625,97.12
675,2625,240.28
541,1738,242.89
541,1732,316.9
1738,1732,190.71
1738,311,229.98
1738,1779,315.64
311,1779,221.52
1738,1720,446.91
1738,1732,190.71
1720,1732,614.68
1738,1779,315.64
1738,1720,446.91
1779,1720,274.17
1438,1738,201.59
1438,541,159.47
1738,541,242.89
665,1783,80.79
665,1272,237.24
1783,1272,156.45
665,2502,156.47
665,675,121.39
2502,675,195.66
1730,2502,262.36
1730,408,487.7
2502,408,558.2
2502,1730,262.36
2502,675,195.66
1730,675,209.39
2465,1730,112.43
2465,1447,481.56
1730,1447,369.13
675,1730,209.39
675,2625,240.28
1730,2625,257.49
1730,2465,112.43
1730,2625,257.49
2465,2625,145.06
1449,1448,213.92
1449,2505,308.84
1448,2505,504.81
1448,2700,419.34
1448,2505,504.81
2700,2505,142.61
1448,1449,213.92
1448,1447,186.65
1449,1447,249.97
2021,1180,227.62
2021,1997,1758.72
1180,1997,1986.34
798,2021,737.71
798,1997,1100.9
2021,1997,1758.72
2021,2415,386.54
2021,1180,227.62
2415,1180,554.08
1994,24,257.09
1994,1214,253.36
24,1214,343.48
1206,1481,958.71
1206,1214,289.25
1481,1214,1247.96
1481,1206,958.71
1481,2538,813.87
1206,2538,229.15
1479,2574,177.88
1479,94,67.51
2574,94,110.37
586,2574,81.24
586,1479,194.94
2574,1479,177.88
2574,1482,189.56
2574,94,110.37
1482,94,79.19
2574,586,81.24
2574,1482,189.56
586,1482,270.8
1201,2589,972.45
1201,1995,578.15
2589,1995,394.3
2589,1204,707.93
2589,1982,326.09
1204,1982,528.77
752,1990,867.96
752,366,392.9
1990,366,512.03
752,2253,4902.8
752,2235,1001.66
2253,2235,5027.17
1990,752,867.96
1990,2235,237.23
752,2235,1001.66
2253,752,4902.8
2253,1991,4936.32
752,1991,1345.54
335,1622,284.87
335,2648,294.38
1622,2648,293.61
1622,335,284.87
1622,1013,208.41
335,1013,293.81
2193,637,147.65
2193,2253,1454.98
637,2253,1307.33
1622,2193,316.73
1622,2253,1717.49
2193,2253,1454.98
2193,1622,316.73
2193,1013,119.46
1622,1013,208.41
1612,1011,583.5
1612,122,570.47
1011,122,1153.97
1011,1610,484.28
1011,414,861.06
1610,414,376.78
1610,1011,484.28
1610,2534,260.63
1011,2534,436.15
826,1612,158.92
826,637,257.84
1612,637,295.44
2026,1192,585.92
2026,806,3681.15
1192,806,3406.39
2078,1192,540.64
2078,2026,596.29
1192,2026,585.92
1192,800,422.33
1192,806,3406.39
800,806,2986.33
1192,1180,892.16
1192,800,422.33
1180,800,683.23
2078,2159,1684.13
2078,2025,427.59
2159,2025,1559.61
2059,2159,385.76
2059,2008,174.16
2159,2008,274.31
2008,2159,274.31
2008,12,853.89
2159,12,1128.2
2159,2078,1684.13
2159,12,1128.2
2078,12,772.91
367,2071,369.17
367,2072,499.58
2071,2072,527.76
2011,28,426.43
2011,2010,439.66
28,2010,115.97
2004,2062,475.19
2004,2546,608.16
2062,2546,593.1
1289,2062,707.59
1289,2004,296.37
2062,2004,475.19
941,2011,334.35
941,577,770.18
2011,577,469.41
941,83,214.64
941,2011,334.35
83,2011,273.68
777,941,530.83
777,577,451.63
941,577,770.18
83,941,214.64
83,777,316.19
941,777,530.83
2071,2163,398.07
2071,2072,527.76
2163,2072,305.59
2163,1289,514.16
2163,2072,305.59
1289,2072,277.53
2258,776,139.54
2258,786,432.43
776,786,292.89
16,2258,146.23
16,786,498.55
2258,786,432.43
776,2258,139.54
776,2112,374.49
2258,2112,234.95
2258,16,146.23
2258,2112,234.95
16,2112,186.26
1172,2113,1338.58
1172,2112,261.43
2113,2112,1586.6
16,1172,278.52
16,2112,186.26
1172,2112,261.43
2257,1158,139.44
2257,896,302.03
1158,896,309.16
2265,1182,530.44
2265,2477,431.59
1182,2477,295.97
1182,2265,530.44
1182,1161,806.68
2265,1161,302.35
2265,2477,431.59
2265,2270,363.73
2477,2270,795.32
2563,2265,1058.71
2563,2270,787.91
2265,2270,363.73
2265,2563,1058.71
2265,847,902.9
2563,847,411.5
1161,2265,302.35
1161,847,600.55
2265,847,902.9
377,2627,339.63
377,2476,231.58
2627,2476,284.58
503,377,397.76
503,2476,546.6
377,2476,231.58
377,503,397.76
377,1182,216.02
503,1182,242.71
406,313,360.27
406,2586,342.34
313,2586,389.95
313,406,360.27
313,1445,315.8
406,1445,201.04
2586,313,389.95
2586,2364,450.46
313,2364,338.94
313,1445,315.8
313,2364,338.94
1445,2364,218.15
