"id1","id2","weight"
2275,1622,307.89
2275,1625,474.8
2275,2195,123.02
1625,2195,383.23
1623,335,236.58
1623,2648,297.48
335,2648,294.38
2275,1623,322.34
2275,2648,250.42
1623,2648,297.48
1623,2275,322.34
1623,1014,107.88
2275,1014,214.46
1570,2394,598.63
1570,981,550.82
2394,981,975.7
2394,1570,598.63
2394,1099,324.22
1570,1099,274.41
2216,1065,257.44
2216,1530,240.33
1065,1530,134.12
1065,1539,150.85
1065,2438,145.25
1539,2438,174.35
1065,1035,466.5
1065,1530,134.12
1035,1530,332.38
1035,1065,466.5
1035,2438,598.23
1065,2438,145.25
1019,1481,258
1019,269,366.26
1481,269,155.49
1481,1019,258
1481,2197,779.91
1019,2197,593.89
1019,1018,249
1019,1603,247.82
1018,1603,209.86
1603,332,298.76
1603,1602,272.97
332,1602,236.45
1018,332,91.4
1018,1603,209.86
332,1603,298.76
332,1019,322.99
332,269,689.25
1019,269,366.26
1019,332,322.99
1019,1018,249
332,1018,91.4
1020,1603,402.43
1020,1602,203.59
1603,1602,272.97
1644,1020,156.48
1644,1602,145.78
1020,1602,203.59
2203,1020,235.54
2203,1644,392.02
1020,1644,156.48
171,865,673.52
171,1608,451.25
865,1608,222.27
282,865,923.12
282,171,263.35
865,171,673.52
1036,2367,243.01
1036,1528,410.21
2367,1528,167.2
1036,1528,410.21
1036,1058,595.78
1528,1058,185.57
1530,1036,649.99
1530,1058,129.28
1036,1058,595.78
1035,1036,317.61
1035,1530,332.38
1036,1530,649.99
624,171,257.45
624,1608,306.38
171,1608,451.25
1031,624,140.48
1031,2203,312.5
624,2203,423.93
179,855,46.17
179,1390,118.97
855,1390,76.11
855,1865,169.58
855,1390,76.11
1865,1390,93.47
1865,855,169.58
1865,1412,1909.29
855,1412,1743.53
855,451,1637.86
855,1412,1743.53
451,1412,121.12
451,855,1637.86
451,179,1591.69
855,179,46.17
1898,729,795.55
1898,1373,1245.56
729,1373,1243.4
729,179,1305.82
729,1373,1243.4
179,1373,79.37
729,1415,136.53
729,179,1305.82
1415,179,1431.46
362,1128,82.71
362,2619,76.35
1128,2619,159.06
1128,362,82.71
1128,852,7759.43
362,852,7689.55
2709,707,177.27
2709,1845,209.08
707,1845,209.62
707,1369,98.92
707,1845,209.62
1369,1845,307.02
1369,705,71.68
1369,1842,138.35
705,1842,210.03
705,1839,72.28
705,1842,210.03
1839,1842,280.25
1405,973,127.74
1405,1713,276.46
973,1713,370.84
1713,973,370.84
1713,2329,250.14
973,2329,434.77
973,1715,634.96
973,2329,434.77
1715,2329,200.19
862,973,270.5
862,1405,142.76
973,1405,127.74
374,2549,812.87
374,2425,955.7
2549,2425,471.19
1520,2530,231.25
1520,1544,182.95
2530,1544,182.8
2438,2530,279.15
2438,2616,181
2530,2616,98.15
2348,2530,143.67
2348,2438,160.04
2530,2438,279.15
47,1520,118.29
47,1544,231.28
1520,1544,182.95
1539,1540,267.99
1539,2438,174.35
1540,2438,251.87
1540,2348,102.39
1540,2438,251.87
2348,2438,160.04
811,1063,245.95
811,1066,333.92
1063,1066,320.41
1542,811,125.6
1542,1066,317.8
811,1066,333.92
811,2217,329.05
811,1063,245.95
2217,1063,246.1
811,1542,125.6
811,1541,292.85
1542,1541,418.45
2217,811,329.05
2217,1541,118.15
811,1541,292.85
466,1088,249.9
466,167,187.56
1088,167,117.78
2603,1582,712.5
2603,2616,163.09
1582,2616,599.69
1582,2603,712.5
1582,1583,600.21
2603,1583,434.83
2603,1093,235.23
2603,1583,434.83
1093,1583,199.6
447,976,327.09
447,288,219.58
976,288,501.95
1584,2351,337.46
1584,1583,198.27
2351,1583,176.47
2351,1584,337.46
2351,601,155.56
1584,601,215
1093,387,164.47
1093,1583,199.6
387,1583,317.14
1098,387,161.71
1098,1093,241.88
387,1093,164.47
387,1584,149.36
387,1583,317.14
1584,1583,198.27
105,62,222.03
105,2355,237.62
62,2355,367.86
1562,2394,328.23
1562,2355,171.12
2394,2355,208.87
2394,1562,328.23
2394,324,401.78
1562,324,292.71
62,1562,214.35
62,2355,367.86
1562,2355,171.12
1562,62,214.35
1562,2592,213.37
62,2592,128.12
2394,2354,137.27
2394,2355,208.87
2354,2355,278.77
1270,1566,267.15
1270,195,381.2
1566,195,114.05
1287,1566,88.09
1287,1270,179.06
1566,1270,267.15
1566,66,160.05
1566,195,114.05
66,195,182.95
66,1566,160.05
66,1287,248.14
1566,1287,88.09
719,2374,255.74
719,1909,127.68
2374,1909,130.81
1287,719,79.63
1287,1909,207.31
719,1909,127.68
719,1287,79.63
719,1270,243.56
1287,1270,179.06
1207,2396,553.29
1207,1564,374.19
2396,1564,286.71
2396,1207,553.29
2396,889,596.73
1207,889,147.37
1565,220,194.34
1565,1564,267.46
220,1564,165.22
2237,220,157.13
2237,1565,120.4
220,1565,194.34
220,1207,300.54
220,1564,165.22
1207,1564,374.19
305,1320,182.64
305,2492,238.57
1320,2492,78
2492,1320,78
2492,1321,40.27
1320,1321,49.14
969,2492,277.66
969,669,63.07
2492,669,340.73
969,305,45.78
969,2492,277.66
305,2492,238.57
969,669,63.07
969,1318,108.54
669,1318,68.33
305,969,45.78
305,1318,147.57
969,1318,108.54
2436,459,122.14
2436,1082,594.4
459,1082,560.56
459,2436,122.14
459,99,116.91
2436,99,130.21
286,323,82.4
286,1559,201.63
323,1559,175.36
2225,2421,159.39
2225,2435,284.18
2421,2435,284.52
2421,2225,159.39
2421,949,196.83
2225,949,356.22
1499,321,406.07
1499,1559,240.22
321,1559,166.55
321,1499,406.07
321,1534,136.82
1499,1534,519.48
609,151,160.51
609,2597,99.66
151,2597,192.68
1083,939,168.37
1083,30,320.33
939,30,158.92
939,599,151.68
939,30,158.92
599,30,262.66
939,1083,168.37
939,1685,350.19
1083,1685,205.75
1063,939,473.15
1063,1685,652.05
939,1685,350.19
599,939,151.68
599,1063,366.61
939,1063,473.15
1513,1074,182.17
1513,597,164.27
1074,597,148.53
1690,1689,205.27
1690,642,226.95
1689,642,201.96
1244,642,89.14
1244,212,248.68
642,212,174.98
1244,1690,148.84
1244,642,89.14
1690,642,226.95
2403,1079,161.35
2403,1048,196.69
1079,1048,139.99
1073,2403,145.62
1073,1048,342.31
2403,1048,196.69
2401,2367,501.21
2401,596,133.18
2367,596,552.11
2401,1073,433.73
2401,2367,501.21
1073,2367,523.38
1057,1527,338.25
1057,2435,213.77
1527,2435,149.06
1527,284,211.56
1527,2346,91.93
284,2346,216.63
1527,2225,173.82
1527,2435,149.06
2225,2435,284.18
2225,1527,173.82
2225,2346,164.63
1527,2346,91.93
1074,1072,207.99
1074,597,148.53
1072,597,133.85
1655,2210,247.75
1655,1654,374.15
2210,1654,179.89
1655,480,262.85
1655,2210,247.75
480,2210,429.27
1070,2634,160.39
1070,597,368.35
2634,597,319.04
2418,1652,259.07
2418,56,321.57
1652,56,326.54
1653,2281,1120.97
1653,2134,1479.09
2281,2134,358.12
1120,2281,542.43
1120,1653,701.51
2281,1653,1120.97
291,2121,545.58
291,1120,816.05
2121,1120,289.01
1639,1647,133.91
1639,2502,256.6
1647,2502,159.87
2498,1639,108
2498,2502,148.6
1639,2502,256.6
1647,1639,133.91
1647,858,247.05
1639,858,172.79
2614,2463,201.33
2614,2322,310.66
2463,2322,217.82
2463,2614,201.33
2463,661,188.32
2614,661,288.67
661,1710,147.12
661,1779,206.7
1710,1779,236.51
1710,2323,200.37
1710,1779,236.51
2323,1779,267.62
660,1776,120.06
660,1296,108.17
1776,1296,228.23
660,967,112.06
660,1770,237.98
967,1770,125.92
1776,660,120.06
1776,1770,158.16
660,1770,237.98
663,211,122.51
663,1275,134.42
211,1275,88.47
1764,663,138.58
1764,1275,136.05
663,1275,134.42
663,1291,233.38
663,211,122.51
1291,211,110.87
967,1777,496.86
967,662,250.96
1777,662,418.99
664,1777,82.7
664,967,517.1
1777,967,496.86
662,1777,418.99
662,910,273.75
1777,910,155.98
1777,1778,132.68
1777,910,155.98
1778,910,116.73
1778,1777,132.68
1778,666,98.73
1777,666,150.91
1777,1764,197.44
1777,666,150.91
1764,666,182.29
1777,664,82.7
1777,1764,197.44
664,1764,153.2
860,664,155.47
860,967,502.01
664,967,517.1
860,660,411.56
860,1296,303.39
660,1296,108.17
660,860,411.56
660,967,112.06
860,967,502.01
860,1296,303.39
860,1300,225.36
1296,1300,250.16
1291,860,176.82
1291,1300,220.15
860,1300,225.36
1781,2466,108.03
1781,2443,105.7
2466,2443,125.77
1703,1781,60.27
1703,650,29.39
1781,650,73.64
1781,1703,60.27
1781,82,61.87
1703,82,122.14
302,1780,177.34
302,78,133.01
1780,78,185.6
2466,1780,205.17
2466,302,361.1
1780,302,177.34
2465,209,40.49
2465,2625,145.06
209,2625,185.55
1944,209,27.03
1944,2465,63.53
209,2465,40.49
209,1951,266.42
209,2625,185.55
1951,2625,97.12
2643,44,157.07
2643,2465,191.52
44,2465,184.93
44,1944,141.62
44,2465,184.93
1944,2465,63.53
44,2643,157.07
44,78,226.36
2643,78,175.54
1951,1630,253.21
1951,1783,175.86
1630,1783,102.44
1630,1265,224.55
1630,1783,102.44
1265,1783,326.99
209,1630,180.67
209,1951,266.42
1630,1951,253.21
1630,209,180.67
1630,1944,153.64
209,1944,27.03
2451,676,74.24
2451,210,121.79
676,210,150.26
676,1739,98.23
676,1731,176.25
1739,1731,209.44
1739,676,98.23
1739,1438,181.29
676,1438,83.06
676,2451,74.24
676,1438,83.06
2451,1438,157.3
1446,915,134.13
1446,1448,164.91
915,1448,249.24
2700,915,393.55
2700,2708,247.83
915,2708,146.1
1448,915,249.24
1448,2700,419.34
915,2700,393.55
2708,915,146.1
2708,408,265.01
915,408,199.72
915,1730,375.16
915,408,199.72
1730,408,487.7
915,1446,134.13
915,1730,375.16
1446,1730,284.58
1694,1299,434.94
1694,2308,192.25
1299,2308,455.2
1689,1694,424.46
1689,2308,269.13
1694,2308,192.25
1694,1689,424.46
1694,2340,351.46
1689,2340,450.51
645,2311,124.94
645,1677,138.81
2311,1677,192.61
2311,299,143.14
2311,532,200.25
299,532,182.85
2311,2406,1774.07
2311,1677,192.61
2406,1677,1604.86
2406,2311,1774.07
2406,532,1949.24
2311,532,200.25
1687,299,181.25
1687,866,136.06
299,866,150.53
1244,1687,192.49
1244,866,204.12
1687,866,136.06
1687,2460,202.51
1687,532,364.1
2460,532,183.98
299,1687,181.25
299,532,182.85
1687,532,364.1
1186,440,162.61
1186,2069,488.2
440,2069,440.05
1186,2021,812.14
1186,798,253.17
2021,798,737.71
2021,1186,812.14
2021,2069,323.94
1186,2069,488.2
2070,1186,181.85
2070,798,310.37
1186,798,253.17
1186,2070,181.85
1186,440,162.61
2070,440,145.62
2021,2066,259.08
2021,2415,386.54
2066,2415,439.37
2070,840,249.24
2070,440,145.62
840,440,319.43
1215,276,237.36
1215,1991,316.12
276,1991,553.48
2415,2565,254.86
2415,800,409.74
2565,800,664.6
2565,1201,1447.9
2565,800,664.6
1201,800,2112.5
2565,2272,219.41
2565,1184,245.96
2272,1184,275.02
2272,2126,219.96
2272,1184,275.02
2126,1184,163.2
1185,2126,303.11
1185,2272,187.63
2126,2272,219.96
399,1201,386.04
399,2538,209.33
1201,2538,380.29
1206,399,332.51
1206,2538,229.15
399,2538,209.33
754,1219,298.96
754,366,353.48
1219,366,298.6
6,752,432.17
6,366,272.78
752,366,392.9
6,2389,247.53
6,752,432.17
2389,752,184.64
1219,6,504.47
1219,366,298.6
6,366,272.78
2389,1216,329.48
2389,752,184.64
1216,752,189.6
2672,1216,169.97
2672,2389,241.66
1216,2389,329.48
2194,1039,132.6
2194,1040,464.32
1039,1040,367.3
2194,1014,256.51
2194,1039,132.6
1014,1039,300.97
1623,2194,236.91
1623,335,236.58
2194,335,277.54
2194,1623,236.91
2194,1014,256.51
1623,1014,107.88
1624,2193,336.98
1624,1013,258.22
2193,1013,119.46
1624,828,172.31
1624,2193,336.98
828,2193,415.04
335,1624,188.24
335,1013,293.81
1624,1013,258.22
2194,1624,202.54
2194,335,277.54
1624,335,188.24
2057,2058,630.9
2057,2059,629.84
2058,2059,358.66
1227,2057,608.43
1227,1264,320.07
2057,1264,288.36
2058,2057,630.9
2058,1227,1056.97
2057,1227,608.43
2399,2058,470.18
2399,1227,821.67
2058,1227,1056.97
2158,2399,454.91
2158,2156,142.78
2399,2156,479.32
2058,2399,470.18
2058,2159,134.7
2399,2159,474.47
2159,2399,474.47
2159,2025,1559.61
2399,2025,2026.6
2399,2158,454.91
2399,2025,2026.6
2158,2025,2481.51
1266,2057,238.81
1266,2059,391.03
2057,2059,629.84
1266,2544,376.76
1266,757,222.94
2544,757,461.74
2544,2059,164.37
2544,2160,215.3
2059,2160,244.7
2544,1266,376.76
2544,2059,164.37
1266,2059,391.03
2062,2470,182.79
2062,2060,366.74
2470,2060,510.19
2470,764,257.72
2470,2060,510.19
764,2060,252.47
945,2065,829.69
945,2071,629.93
2065,2071,614.97
1263,254,452.56
1263,1264,211.6
254,1264,636.34
2068,2065,391.49
2068,2063,381.15
2065,2063,265.94
1288,2068,197.4
1288,2063,412.52
2068,2063,381.15
2068,1288,197.4
2068,2163,175.76
1288,2163,291.07
2068,2163,175.76
2068,2071,318.7
2163,2071,398.07
2065,2068,391.49
2065,2071,614.97
2068,2071,318.7
1224,138,259.61
1224,1227,685.67
138,1227,945.28
2002,834,331.51
2002,76,554.73
834,76,223.22
2002,2682,690.82
2002,834,331.51
2682,834,484.81
2164,768,223.51
2164,2060,330.97
768,2060,382.4
768,2164,223.51
768,28,244.52
2164,28,291.96
1267,2164,172.91
1267,2060,190.33
2164,2060,330.97
28,2164,291.96
28,2010,115.97
2164,2010,285.94
2164,1267,172.91
2164,2010,285.94
1267,2010,458.85
1173,2111,220.09
1173,786,223.16
2111,786,411.16
2111,1173,220.09
2111,1172,147.31
1173,1172,232.75
2479,1173,301.84
2479,786,181.71
1173,786,223.16
788,377,222.8
788,1182,387.73
377,1182,216.02
788,784,133.11
788,377,222.8
784,377,191.98
788,1182,387.73
788,1161,888.58
1182,1161,806.68
1158,788,490.1
1158,896,309.16
788,896,282.89
788,1162,965.29
788,896,282.89
1162,896,682.4
788,1161,888.58
788,1162,965.29
1161,1162,1288.09
252,1804,163.78
252,1967,282.15
1804,1967,118.37
1967,1804,118.37
1967,1439,284.13
1804,1439,402.5
1804,365,507.95
1804,1439,402.5
365,1439,320.85
2659,1425,257.15
2659,1495,184.79
1425,1495,221.4
2659,89,395.94
2659,1425,257.15
89,1425,219.62
89,2659,395.94
89,252,297.3
2659,252,179.8
1429,1978,254.8
1429,240,345.69
1978,240,407.61
1979,1429,125.2
1979,240,360.84
1429,240,345.69
1429,1426,295.41
1429,1978,254.8
1426,1978,226.97
1429,1979,125.2
1429,1809,477.88
1979,1809,398.81
1972,1429,287.18
1972,1809,463.04
1429,1809,477.88
1426,1429,295.41
1426,1972,288.8
1429,1972,287.18
1871,390,165.69
1871,1330,242.36
390,1330,157.85
390,436,247.58
390,1330,157.85
436,1330,279.83
390,1871,165.69
390,1872,188.52
1871,1872,228.88
436,724,217.78
436,1330,279.83
724,1330,187.35
724,436,217.78
724,1925,319.61
436,1925,172.32
74,917,238.86
74,300,144.39
917,300,94.47
436,352,258.41
436,1925,172.32
352,1925,165.98
184,1904,260.76
184,545,297.21
1904,545,156.14
1904,1905,284.88
1904,545,156.14
1905,545,156.01
1904,688,188.57
1904,1905,284.88
688,1905,121.79
1919,695,101.07
1919,1233,162.27
695,1233,263.34
1308,1305,170.12
1308,2375,180.04
1305,2375,204.66
1305,687,106.32
1305,2171,245.06
687,2171,351.38
687,1305,106.32
687,1233,181.82
1305,1233,288.14
1305,1308,170.12
1305,1233,288.14
1308,1233,144.84
555,1304,213.17
555,2171,298.59
1304,2171,367.62
1304,555,213.17
1304,1302,313.21
555,1302,200.42
1285,1893,157.8
1285,717,158.66
1893,717,183.83
1284,1893,265.28
1284,2594,208.22
1893,2594,255
2170,1303,342.48
2170,2526,325.1
1303,2526,209.17
2170,555,195.37
2170,2171,248.14
555,2171,298.59
1891,2170,226.74
1891,2171,452.15
2170,2171,248.14
2594,2170,383.87
2594,1891,211.57
2170,1891,226.74
1269,718,223.36
1269,1286,220.3
718,1286,235.35
1285,718,188.85
1285,1893,157.8
718,1893,131.96
1303,2362,601.19
1303,2489,485.37
2362,2489,492.92
2362,1269,257.31
2362,2489,492.92
1269,2489,235.61
2170,2362,321.67
2170,1303,342.48
2362,1303,601.19
2362,2170,321.67
2362,2594,162.89
2170,2594,383.87
2362,718,422.61
2362,1269,257.31
718,1269,223.36
1893,2362,402.4
1893,2594,255
2362,2594,162.89
718,2362,422.61
718,1893,131.96
2362,1893,402.4
2407,74,182.14
2407,176,111.26
74,176,293.4
77,2407,221.11
77,696,248.44
2407,696,168.36
917,2407,99.07
917,77,313.51
2407,77,221.11
2407,917,99.07
2407,74,182.14
917,74,238.86
1236,184,159.74
1236,176,174.95
184,176,144.01
74,1236,183.47
74,176,293.4
1236,176,174.95
1236,1904,278.24
1236,184,159.74
1904,184,260.76
1236,74,183.47
1236,1907,119.59
74,1907,303.06
1884,2670,106.15
1884,703,170.72
2670,703,275.34
2670,1884,106.15
2670,552,202.86
1884,552,131.42
128,1884,95.29
128,703,228.77
1884,703,170.72
2670,1253,169.54
2670,703,275.34
1253,703,125.84
1253,2670,169.54
1253,1892,225.12
2670,1892,103.96
1868,1891,157.61
1868,2171,294.54
1891,2171,452.15
1232,1868,215.99
1232,2171,237.79
1868,2171,294.54
1888,2524,181.86
1888,1887,245.39
2524,1887,138.5
1886,2524,129.48
1886,1888,167.29
2524,1888,181.86
929,1285,248.82
929,717,229.87
1285,717,158.66
1285,929,248.82
1285,553,183.44
929,553,114.29
1908,929,366.24
1908,2154,446.89
929,2154,158.81
929,1908,366.24
929,553,114.29
1908,553,270.95
1895,1908,93.7
1895,418,126.3
1908,418,86.21
418,1908,86.21
418,1909,252.72
1908,1909,262.36
1909,1908,262.36
1909,1578,895.17
1908,1578,1157.53
1908,2154,446.89
1908,1578,1157.53
2154,1578,1439.66
563,831,226.38
563,1870,347.45
831,1870,432.64
1871,563,161.76
1871,1872,228.88
563,1872,190.04
831,563,226.38
831,1871,310.24
563,1871,161.76
1945,1873,190.91
1945,2151,228.38
1873,2151,419.29
1406,1870,668.98
1406,170,756.22
1870,170,223.29
1876,1406,160.3
1876,170,768.71
1406,170,756.22
1945,251,374.43
1945,1873,190.91
251,1873,183.52
2523,1941,137.04
2523,1283,215.52
1941,1283,150.5
2523,2149,134.01
2523,1941,137.04
2149,1941,153.82
1172,2269,874.8
1172,2113,1338.58
2269,2113,463.78
2269,2662,612.63
2269,2113,463.78
2662,2113,309.51
1173,2269,713.69
1173,1172,232.75
2269,1172,874.8
2269,1173,713.69
2269,2479,508.13
1173,2479,301.84
2269,2479,508.13
2269,2259,369.22
2479,2259,248.23
1159,2103,219.05
1159,2257,150.67
2103,2257,232.91
14,1159,192.27
14,2257,184.93
1159,2257,150.67
846,247,233.06
846,1152,210.66
247,1152,203.37
247,2106,218.9
247,1152,203.37
2106,1152,302.61
1453,2510,302.67
1453,2244,327.37
2510,2244,221.94
2510,1735,347.86
2510,2244,221.94
1735,2244,260.58
528,1460,410.87
528,1746,196.78
1460,1746,214.09
1746,1460,214.09
1746,1461,132.19
1460,1461,300.81
679,528,315.97
679,1729,203.61
528,1729,113.13
1459,679,160.34
1459,1729,202.26
679,1729,203.61
679,1459,160.34
679,2453,154.36
1459,2453,256.24
1210,1759,369.18
1210,2250,285.16
1759,2250,93.54
1762,1759,82.96
1762,1210,435.18
1759,1210,369.18
1557,1568,261.29
1557,304,525.54
1568,304,786.83
1568,1557,261.29
1568,2307,607.17
1557,2307,396.26
1557,304,525.54
1557,303,399.64
304,303,125.9
889,1557,364.52
889,303,764.16
1557,303,399.64
1568,2686,139.3
1568,1473,668.34
2686,1473,790.67
2686,1107,156.54
2686,61,283.94
1107,61,220.03
1915,455,190.08
1915,1309,231.99
455,1309,139.97
2155,1568,1037.94
2155,1473,476.3
1568,1473,668.34
1568,2155,1037.94
1568,304,786.83
2155,304,251.11
1363,1736,280.94
1363,1737,220.54
1736,1737,119.85
1869,1363,260.77
1869,1737,324.84
1363,1737,220.54
1363,1869,260.77
1363,1361,247.66
1869,1361,121.09
1209,1736,227.47
1209,1733,236.25
1736,1733,363.37
1736,1209,227.47
1736,1762,348.66
1209,1762,143.73
935,1209,270.71
935,1733,390.13
1209,1733,236.25
1209,935,270.71
1209,1471,266.39
935,1471,192.87
1209,1759,211.45
1209,1762,143.73
1759,1762,82.96
1759,1209,211.45
1759,1471,304.89
1209,1471,266.39
1736,2251,188.18
1736,1733,363.37
2251,1733,337.62
314,2452,91.77
314,2503,146.2
2452,2503,237.97
2452,1741,198.82
2452,2503,237.97
1741,2503,219.84
827,2666,197.75
827,2192,246.93
2666,2192,444.68
485,2666,231.74
485,1610,400.26
2666,1610,363.8
2666,827,197.75
2666,1610,363.8
827,1610,466.73
486,2608,305.94
486,2192,547.44
2608,2192,315.75
486,2666,423.49
486,485,255.78
2666,485,231.74
2666,486,423.49
2666,2192,444.68
486,2192,547.44
2608,486,305.94
2608,636,274.46
486,636,320.66
486,485,255.78
486,2534,403.25
485,2534,254.37
279,486,600.16
279,2534,508.02
486,2534,403.25
486,279,600.16
486,636,320.66
279,636,283.7
1558,984,492.07
1558,223,271.84
984,223,651.81
1558,2358,193.86
1558,984,492.07
2358,984,346.15
198,1558,203
198,223,210.66
1558,223,271.84
330,1558,354.62
330,198,369.12
1558,198,203
986,178,227.32
986,985,259.38
178,985,413.14
178,2186,482.64
178,985,413.14
2186,985,383.11
2414,330,197.19
2414,2186,123.93
330,2186,199.23
178,2414,411.56
178,2186,482.64
2414,2186,123.93
2414,178,411.56
2414,2358,252.71
178,2358,158.85
2414,1558,237.87
2414,330,197.19
1558,330,354.62
1558,2414,237.87
1558,2358,193.86
2414,2358,252.71
1643,2688,384.08
1643,2393,261.73
2688,2393,645.81
2012,2540,641.94
2012,1602,919.78
2540,1602,455.5
1037,2196,270.2
1037,869,216.47
2196,869,353.22
2196,1037,270.2
2196,2416,212.49
1037,2416,319.55
1626,2196,380.88
1626,2416,309.82
2196,2416,212.49
2217,1462,144.62
2217,1063,246.1
1462,1063,183.98
1462,2217,144.62
1462,1064,129.27
2217,1064,200.23
1540,2218,184.89
1540,1541,238.5
2218,1541,259.62
2218,1540,184.89
2218,1539,83.1
1540,1539,267.99
2214,2216,148.22
2214,1530,142.19
2216,1530,240.33
2421,2214,136.75
2421,1529,148.99
2214,1529,206.23
1529,2214,206.23
1529,1058,131.39
2214,1058,271.47
2214,1530,142.19
2214,1058,271.47
1530,1058,129.28
1065,2342,210.44
1065,1539,150.85
2342,1539,124.67
2342,2218,207.77
2342,1539,124.67
2218,1539,83.1
1019,415,190.21
1019,2197,593.89
415,2197,403.68
1020,2198,313.46
1020,1598,174.35
2198,1598,263.4
1042,2532,312.37
1042,2206,231.27
2532,2206,301.68
2688,1028,945.72
2688,2393,645.81
1028,2393,1411.13
2422,2202,720.49
2422,1582,249.38
2202,1582,471.11
1582,2202,471.11
1582,1034,600.51
2202,1034,1071.62
2367,477,348.44
2367,385,153.16
477,385,195.28
1036,477,129.82
1036,2367,243.01
477,2367,348.44
477,1031,414.73
477,385,195.28
1031,385,219.45
1415,1417,72.61
1415,179,1431.46
1417,179,1503.75
1417,451,98.86
1417,179,1503.75
451,179,1591.69
2599,898,35.16
2599,852,60.64
898,852,91.87
729,1418,92.9
729,1415,136.53
1418,1415,52.44
1418,1442,7399.04
1418,2383,549.58
1442,2383,7941.48
1418,2619,7801.12
1418,1442,7399.04
2619,1442,455.31
2282,2571,50.69
2282,2619,86.16
2571,2619,134.13
1128,2282,207.09
1128,2619,159.06
2282,2619,86.16
2282,1128,207.09
2282,150,6877.71
1128,150,7071.9
2571,2282,50.69
2571,2706,68
2282,2706,118.69
2282,150,6877.71
2282,2706,118.69
150,2706,6798.63
898,1899,7747.1
898,852,91.87
1899,852,7838.97
1899,1128,99.1
1899,852,7838.97
1128,852,7759.43
1899,2568,7557.8
1899,92,7507.46
2568,92,53.47
1899,92,7507.46
1899,2709,7397.94
92,2709,133.22
2568,1899,7557.8
2568,926,59.52
1899,926,7613.16
150,1899,7151.44
150,2709,250.84
1899,2709,7397.94
1128,1899,99.1
1128,150,7071.9
1899,150,7151.44
92,804,42.03
92,2709,133.22
804,2709,91.79
804,707,269.06
804,2709,91.79
707,2709,177.27
48,690,84.07
48,1898,266.41
690,1898,184.53
973,231,852.99
973,1715,634.96
231,1715,618.41
231,973,852.99
231,862,982
973,862,270.5
231,862,982
231,1404,574.75
862,1404,735.5
540,231,544.29
540,1404,66.87
231,1404,574.75
1715,231,618.41
1715,540,326.26
231,540,544.29
2549,2033,380.51
2549,2425,471.19
2033,2425,96.36
2033,1230,232.33
2033,2425,96.36
1230,2425,135.97
1230,2033,232.33
1230,1350,333.63
2033,1350,109.79
1350,1344,331.07
1350,1343,188.51
1344,1343,142.56
595,1542,474.26
595,1066,193
1542,1066,317.8
388,595,302.19
388,1066,355.15
595,1066,193
2530,2633,302.99
2530,1544,182.8
2633,1544,153.05
2633,2530,302.99
2633,2348,175.39
2530,2348,143.67
1540,2633,221.56
1540,2348,102.39
2633,2348,175.39
1542,2219,290.34
1542,1541,418.45
2219,1541,141.46
2646,2219,173.85
2646,1542,168.26
2219,1542,290.34
2219,1540,190.95
2219,1541,141.46
1540,1541,238.5
2633,2219,162.11
2633,2646,130.02
2219,2646,173.85
2219,2633,162.11
2219,1540,190.95
2633,1540,221.56
976,1089,346.23
976,288,501.95
1089,288,283.61
1089,976,346.23
1089,466,231.43
976,466,199.28
1089,1090,80.67
1089,388,153.09
1090,388,215.01
1089,466,231.43
1089,167,418.99
466,167,187.56
1090,1089,80.67
1090,167,353.04
1089,167,418.99
1089,168,389.44
1089,288,283.61
168,288,205.47
168,1089,389.44
168,388,236.35
1089,388,153.09
47,1521,172.49
47,1520,118.29
1521,1520,175.05
1521,1088,135.52
1521,1520,175.05
1088,1520,252.68
1088,1521,135.52
1088,167,117.78
1521,167,228.22
1519,2603,89.61
1519,2616,174.1
2603,2616,163.09
2530,1519,120.35
2530,2616,98.15
1519,2616,174.1
1519,2530,120.35
1519,1520,110.9
2530,1520,231.25
1094,1098,161.44
1094,2611,235.6
1098,2611,145.27
1094,447,244.75
1094,1098,161.44
447,1098,195.16
1086,602,189.81
1086,465,188.53
602,465,270.11
2395,2157,187.99
2395,2307,139.53
2157,2307,186.29
2157,2395,187.99
2157,64,137.94
2395,64,99.86
473,1562,247.86
473,2592,277.87
1562,2592,213.37
473,2237,296.19
473,324,200.36
2237,324,244.72
1562,473,247.86
1562,324,292.71
473,324,200.36
1105,2394,235.73
1105,1099,312.13
2394,1099,324.22
1105,2354,317.29
1105,2394,235.73
2354,2394,137.27
1563,104,154.66
1563,64,269.49
104,64,167.75
217,105,211.53
217,2355,287.59
105,2355,237.62
2354,217,407.96
2354,2355,278.77
217,2355,287.59
1563,217,233.06
1563,104,154.66
217,104,178.84
719,1894,121.98
719,2374,255.74
1894,2374,133.76
1894,822,171.28
1894,2374,133.76
822,2374,112.89
822,1894,171.28
822,1269,323.48
1894,1269,231.77
218,220,221.15
218,2237,187.48
220,2237,157.13
220,218,221.15
220,1207,300.54
218,1207,331.52
473,218,146.22
473,2237,296.19
218,2237,187.48
1785,305,126.74
1785,911,117.49
305,911,34.84
1785,1320,55.9
1785,305,126.74
1320,305,182.64
1785,911,117.49
1785,1784,65.95
911,1784,59.35
1786,1785,49.12
1786,1784,115.07
1785,1784,65.95
1785,1786,49.12
1785,1321,90.06
1786,1321,84.01
1320,1785,55.9
1320,1321,49.14
1785,1321,90.06
591,459,260.42
