id,long,lat
X841,-122.262165158,38.1729082632
X842,-121.475979583,38.5682519167
X843,-122.260483455,37.8666816364
X844,-123.499704699,38.9439507968
X845,-120.495957923,37.3191824615
X846,-121.664350071,36.6705102857
X847,-121.656896162,36.3983051918
X848,-121.124864421,36.2128522632
X849,-122.289607091,38.2868308182
X850,-121.274500687,38.7232966875
X851,-121.49013575,38.5328133333
X852,-121.463411643,38.503789
X853,-121.408739417,38.6030386667
X854,-121.440699857,38.6429258095
X855,-121.347604,38.6576197368
X856,-121.283625154,38.6581626154
X857,-120.69106571,39.7997848714
X858,-122.442827444,37.7194872222
X859,-122.48054275,37.7468899167
X860,-122.483982333,37.7746597778
X861,-121.309899562,37.923939125
X862,-121.432066364,37.7334544545
X863,-122.281544182,37.8164888182
X864,-122.1104745,37.661479
X865,-122.079383704,37.8732384074
X866,-122.414835273,37.7962788182
X867,-122.435085429,37.7850854286
X868,-122.438268182,37.7533394545
X869,-121.957915294,37.9607227059
X870,-122.743326178,38.1427368738
X871,-121.335819238,38.8003386667
X872,-120.781724248,39.1937587404
X873,-123.797493201,40.2688394569
X874,-121.2878982,38.0250979
X875,-121.823598476,37.3319825714
X876,-121.835905059,37.2721411765
X877,-122.270073563,38.121988875
X878,-121.315493176,38.0130733529
X879,-121.225055867,37.7904198
X880,-121.4713148,38.5488772667
X881,-122.118827571,37.4201680714
X882,-120.754555811,39.5629580227
X883,-122.221997813,38.1182356875
X884,-121.840756364,36.611216
X885,-122.257797,37.847519125
X886,-122.263901053,37.8306770526
X887,-122.289663846,37.88129
X888,-122.102308923,37.6632569231
X889,-121.961771231,37.5170754615
X890,-121.865251826,39.7644914783
X891,-121.89520025,38.0214265833
X892,-121.950806,37.7550623462
X893,-122.34669985,37.97505545
X894,-123.965619478,40.1990653309
X895,-121.237659222,38.7824502222
X896,-121.576016069,36.678518409
X897,-121.877257222,36.5825731111
X898,-121.470673429,38.519677
X899,-121.420148368,38.5011466316
X900,-121.393827593,38.5716534074
X901,-121.491990647,38.6648347647
X902,-121.317670769,38.5879647692
X903,-121.387520429,38.4316611429
X904,-122.022217333,37.3911518333
X905,-122.414176286,37.7905751429
X906,-122.431825071,37.7973509286
X907,-122.447480176,37.7785442353
X908,-122.3956316,37.7627099
X909,-122.49948765,37.75706705
X910,-122.507207278,37.7770433333
X911,-121.285057714,37.9534840952
X912,-121.30906825,37.9907385
X913,-121.285167538,38.1081398462
X914,-121.238957833,37.8196445
X915,-122.4349376,37.6663812
X916,-121.921865071,37.3032432857
X917,-121.878363769,37.2986206923
X918,-121.863531125,37.41729275
X919,-121.982304778,37.3606257222
X920,-122.06004004,37.39095036
X921,-121.813026364,37.2403321818
X922,-122.608841154,38.2445136154
X923,-121.033324923,37.6567688462
X924,-120.980957696,37.6205715217
X925,-121.7043335,38.5585662143
X926,-121.492668455,38.5651406364
X927,-122.109207294,37.4262132353
X928,-121.805730123,38.7947425685
X929,-121.855269267,37.4027774667
X930,-121.964162125,37.319740875
X931,-122.0445754,37.3297472667
X932,-121.131897333,38.652111
X933,-121.441090643,38.4691125714
X934,-121.196987997,39.4158671049
X935,-122.234073692,37.4564299231
X936,-121.906279261,37.277824087
X937,-122.297361462,37.8944266154
X938,-122.074710562,37.1611362145
X939,-122.233427619,37.7592707619
X940,-122.10238025,37.647451
X941,-122.856682857,38.6203922571
X942,-123.214239789,39.7043634435
X943,-123.656123746,39.1529227712
X944,-120.588045286,37.3422588571
X945,-122.707324176,38.3419112353
X946,-122.66949316,38.43518196
X947,-121.234819263,36.3395063036
X948,-121.762932095,36.659381619
X949,-122.23272495,37.81210035
X950,-122.592369608,37.9236006583
X951,-121.751384636,38.6694007273
X952,-120.860490538,37.5158923077
X953,-122.005032038,37.9431062308
X954,-122.33824724,37.95670312
X955,-121.083790625,38.6753956667
X956,-121.444588546,39.2706628486
X957,-122.041777655,37.6017764138
X958,-122.047134083,37.5652125833
X959,-121.9440868,37.7086494667
X960,-120.706980012,38.4862641578
X961,-120.556311602,38.2496494581
X962,-121.790008565,38.9690184209
X963,-122.412804556,37.7886901111
X964,-122.441850667,37.79771525
X965,-122.396136083,37.7324719167
X966,-121.277012625,38.746168125
X967,-122.4917394,37.7604423333
X968,-122.4841973,37.7786262
X969,-121.260216722,37.9524044444
X970,-121.30928,38.0153570769
X971,-121.288692455,38.0151441818
X972,-121.25239213,38.1297201304
X973,-121.444803571,37.7440725714
X974,-122.251854864,37.5581575
X975,-121.873559281,37.2858459062
X976,-122.146324143,37.7154875
X977,-121.7886484,37.3023512
X978,-121.398418182,38.4770184545
X979,-121.296647636,37.9981726364
X980,-121.918829143,37.7115389524
X981,-121.882643484,37.6570584839
X982,-121.866268652,37.6597966957
X983,-121.8651156,37.69754265
X984,-121.789234091,37.6497506364
X985,-121.814502541,37.6893598919
X986,-121.800300529,37.6663551765
X987,-122.046989,37.4608771667
X988,-120.568448597,38.4655466855
X989,-120.366096,36.1525346087
X990,-120.921701626,38.4829130158
X991,-120.880476836,38.2886681939
X992,-121.836942607,39.7675922857
X993,-121.860806179,39.7779576429
X994,-120.162290771,36.5421897396
X995,-120.475880206,36.8749011856
X996,-122.198106821,39.752707875
X997,-121.895243458,39.7669852917
X998,-121.864983105,39.7451018421
X999,-121.850670556,39.7375315556
X1000,-121.856818947,39.7349408421
X1001,-121.767428711,39.7168954737
X1002,-121.799284462,39.7502608718
X1003,-121.833707686,39.7285786
X1004,-121.882135708,39.6010362153
X1005,-121.5998355,39.8261789687
X1006,-121.61218945,39.7863754875
X1007,-121.525893966,39.5861704052
X1008,-121.523962448,39.5192392241
X1009,-121.61705042,39.50861007
X1010,-120.392603779,38.1935566866
X1011,-121.670682429,37.9941048571
X1012,-121.583911128,37.9082032308
X1013,-121.800301937,38.0064765
X1014,-121.836151425,37.99000475
X1015,-121.870969231,38.0385320962
X1016,-121.926998278,38.011157463
X1017,-121.94716775,38.0363851875
X1018,-122.127517958,38.0170237083
X1019,-122.104204667,38.0218926863
X1020,-122.112396667,37.9712868421
X1021,-122.08989175,37.9343056944
X1022,-121.986876577,37.9523848077
X1023,-122.034281222,37.9674759444
X1024,-122.043763286,37.948438
X1025,-122.087436264,37.9124203396
X1026,-122.044761387,37.8940923548
X1027,-121.927240636,37.7402710909
X1028,-121.972263471,37.8623432981
X1029,-121.9864795,37.8216098636
X1030,-122.255615842,37.8409751579
X1031,-122.132476295,37.9053458636
X1032,-122.13798846,37.87768752
X1033,-122.068780304,37.8564224348
X1034,-122.1062145,37.8239857667
X1035,-122.157375193,37.8282873333
X1036,-122.18038356,37.85683306
X1037,-121.930391178,37.9516759111
X1038,-122.229724265,38.0210217551
X1039,-121.843016887,37.9375261258
X1040,-121.802073618,37.9451805818
X1041,-121.794666769,37.9769000385
X1042,-121.904862588,37.8053082353
X1043,-121.883731804,37.7703477255
X1044,-121.975354222,37.9956666806
X1045,-122.257689846,37.8153304615
X1046,-122.251939067,37.8096424
X1047,-122.316539481,37.9231235556
X1048,-122.230437953,37.8639747209
X1049,-122.250493765,37.8475316471
X1050,-122.252644255,37.983684766
X1051,-122.3391085,37.9485995417
X1052,-122.35956116,37.93344196
X1053,-122.243464235,37.8046607647
X1054,-122.28488664,37.90716192
X1055,-122.749166227,38.9572125291
X1056,-122.258530077,37.8048885385
X1057,-122.23874713,37.8450998696
X1058,-122.2009829,37.8345369333
X1059,-122.2434115,37.7990841667
X1060,-122.2293703,37.7750141
X1061,-122.273716381,38.0244971429
X1062,-122.2167501,37.787912
X1063,-122.212099,37.7623015789
X1064,-122.203842556,37.7769513333
X1065,-122.184322773,37.8042834091
X1066,-122.207183121,37.7301215345
X1067,-122.172184368,37.7377243158
X1068,-122.28966625,37.8093774167
X1069,-122.309354,37.8930623043
X1070,-122.295300833,37.8873563333
X1071,-122.27062,37.8821735833
X1072,-122.2874379,37.8729444
X1073,-122.249979267,37.8681155333
X1074,-122.2935441,37.8645435
X1075,-121.073600922,38.7419893636
X1076,-121.007197637,38.7360674919
X1077,-120.90029371,38.7228145376
X1078,-120.763728881,38.7571436154
X1079,-122.245483929,37.855399
X1080,-122.300299722,37.8391455
X1081,-122.289696857,37.8436407143
X1082,-122.248534875,37.7757584167
X1083,-122.239253105,37.7548294211
X1084,-122.272960737,37.7669887895
X1085,-122.028339282,37.7212278592
X1086,-122.078180389,37.6932628333
X1087,-122.146834364,37.7368577727
X1088,-122.156899188,37.7329264375
X1089,-122.1682615,37.7186222857
X1090,-122.174167944,37.7237746111
X1091,-120.705251395,38.6867701092
X1092,-120.777461652,38.6546894928
X1093,-122.123880036,37.7211789273
X1094,-122.133138625,37.7035635417
X1095,-122.13831785,37.70850815
X1096,-122.155683882,37.6842831765
X1097,-122.113168226,37.6877815161
X1098,-122.124785517,37.6988254828
X1099,-121.975227533,37.6445581168
X1100,-122.11266288,37.6761546
X1101,-122.14736937,37.6721156667
X1102,-122.068345222,37.6595105185
X1103,-122.0809098,37.6359581333
X1104,-122.029491667,37.6210537667
X1105,-121.986907565,37.6209046706
X1106,-122.07402885,37.60584545
X1107,-122.045054143,37.5430965
X1108,-120.216301337,36.767053506
X1109,-120.248056041,37.1048223367
X1110,-120.265234824,37.1125711471
X1111,-122.542157512,38.135948064
X1112,-121.534177095,38.5075138095
X1113,-122.644921039,38.1162903766
X1114,-122.494047,38.0486836667
X1115,-122.520914687,38.0277153958
X1116,-122.672238827,38.015532518
X1117,-122.565427436,37.9747191538
X1118,-122.55000263,37.9478688219
X1119,-122.53577039,37.9364687797
X1120,-122.501639537,37.9303586111
X1121,-122.548263763,37.8947613289
X1122,-122.665831171,37.9250296857
X1123,-121.544128,38.4907120588
X1124,-121.534089452,38.4904438065
X1125,-121.522992043,38.4870516522
X1126,-121.498236417,38.4887091667
X1127,-121.486532462,38.488596
X1128,-121.492301,38.4758028421
X1129,-121.446836444,38.5188534444
X1130,-121.461197357,38.4879942857
X1131,-121.460340182,38.4783202727
X1132,-121.390531048,38.5505410476
X1133,-121.477496641,38.5894554103
X1134,-123.369605869,39.4182761971
X1135,-123.142529865,39.1305538798
X1136,-120.690324513,37.4372693274
X1137,-120.702784548,37.4081351781
X1138,-120.7286095,37.3862920833
X1139,-120.638132625,37.3646461458
X1140,-120.45065013,37.3123173043
X1141,-120.47528135,37.29145525
X1142,-120.448848593,37.2882025926
X1143,-120.182686992,37.2060781681
X1144,-121.610772267,36.684691
X1145,-121.441813,38.5736675882
X1146,-121.490625643,38.5762807857
X1147,-121.439458067,38.5632482667
X1148,-121.464047933,38.5537182
X1149,-121.482890692,38.5535943077
X1150,-121.51769125,38.5314270625
X1151,-120.495196795,37.44379192
X1152,-121.67794,36.6699086923
X1153,-121.656932,36.6878105926
X1154,-121.744661165,36.7449779806
X1155,-121.756073524,36.7660118095
X1156,-121.651597833,36.728706
X1157,-121.654555762,36.7259819524
X1158,-121.601121333,36.6896685
X1159,-121.615346412,36.6926328824
X1160,-121.621918147,36.6938478824
X1161,-121.633451554,36.5502201033
X1162,-121.507149675,36.4919607539
X1163,-121.2451949,36.3182458
X1164,-121.062619363,38.8855181
X1165,-121.206337606,38.7233909091
X1166,-121.279594581,38.7644574651
X1167,-121.342276684,38.7628138947
X1168,-121.322268882,38.7586044706
X1169,-121.28703511,36.4720805029
X1170,-121.922738941,36.5592397647
X1171,-121.94504157,36.5883906835
X1172,-121.912557643,36.6224441429
X1173,-121.904596867,36.6109739333
X1174,-121.785111863,36.6707795294
X1175,-121.336934107,38.7842255714
X1176,-121.30598005,38.76574525
X1177,-121.219328,38.7786833182
X1178,-121.235692287,38.8335677011
X1179,-121.254651286,38.778824381
X1180,-122.369259556,38.3937158333
X1181,-121.951006,37.3972735385
X1182,-121.637232976,36.654199122
X1183,-122.298447952,38.2935194286
X1184,-122.259476472,38.2886880556
X1185,-122.285904952,38.3035702857
X1186,-122.344812488,38.309997439
X1187,-121.200822512,38.8246749756
X1188,-121.188203875,38.8628457875
X1189,-121.272979064,38.9693148713
X1190,-121.056932986,38.9208727778
X1191,-120.98805189,38.9988190872
X1192,-122.423632539,38.5533082759
X1193,-121.038152463,39.0682992313
X1194,-121.2391682,38.76455792
X1195,-121.280278357,38.7899838571
X1196,-121.257471985,38.8563372687
X1197,-121.282648853,38.8730108824
X1198,-120.216157161,39.3557389425
X1199,-121.177316287,39.1100134139
X1200,-121.027016757,39.2560860809
X1201,-122.092143359,38.2929836923
X1202,-122.182766153,38.2450196412
X1203,-122.059295083,38.274577375
X1204,-122.025747727,38.3002904848
X1205,-121.978400049,38.2962688148
X1206,-122.065307303,38.2309102727
X1207,-121.9527664,37.5189769
X1208,-121.359192091,38.0006828182
X1209,-122.256583069,37.4451602917
X1210,-122.360131352,37.4462464
X1211,-122.16056816,37.4618162
X1212,-122.049501571,38.2648987857
X1213,-122.020854857,38.265996
X1214,-121.950935247,38.1455310112
X1215,-121.945502212,38.2730230909
X1216,-121.944030125,38.3402645
X1217,-121.96534,38.3244216364
X1218,-121.940797725,38.321533775
X1219,-121.972032083,38.3750571667
X1220,-121.915980484,37.2739499677
X1221,-121.037958867,37.6761652667
X1222,-121.941836622,37.2579288649
X1223,-122.4537492,38.1184023
X1224,-122.647304595,38.2741976667
X1225,-122.647543346,38.2500805
X1226,-122.672127417,38.2517520333
X1227,-122.630137024,38.3443434758
X1228,-120.953323212,37.6180375152
X1229,-120.856261317,37.6491716349
X1230,-120.940012912,37.5643655
X1231,-120.942366446,37.4888851846
X1232,-121.9024651,37.34767955
X1233,-121.927662444,37.3282440741
X1234,-121.870506357,37.3513057857
X1235,-121.858977909,37.342258
X1236,-121.886860158,37.3236576842
X1237,-121.909031667,37.3177982917
X1238,-121.157249095,37.675825164
X1239,-121.622248094,39.0888014688
X1240,-121.677294308,39.1579205385
X1241,-121.814511286,37.2809777619
X1242,-121.85132825,39.2073834744
X1243,-121.820788375,37.3127436875
X1244,-122.4095359,37.7946578
X1245,-122.4122101,37.7870404
X1246,-122.418141235,37.7796522353
X1247,-122.431400214,37.8004821429
X1248,-121.801395526,37.3181416842
X1249,-121.78720288,37.3065382
X1250,-121.809919636,37.301344
X1251,-121.838246957,37.3292393913
X1252,-121.839111077,37.3458386154
X1253,-121.86204375,37.3646085
X1254,-121.84458795,37.37774555
X1255,-122.726447067,38.4270310333
X1256,-123.684731337,39.3243210543
X1257,-122.427076636,37.792539
X1258,-122.438542267,37.7938505333
X1259,-122.441628857,37.7897508571
X1260,-122.4398487,37.7867919
X1261,-122.450653235,37.7843941765
X1262,-121.85951315,37.32591275
X1263,-122.685993614,38.4065023509
X1264,-122.659344825,38.3942182718
X1265,-122.423538667,37.7288738571
X1266,-122.665606983,38.4508645667
X1267,-122.747564841,38.5312453659
X1268,-122.758798852,38.4615617407
X1269,-121.898827462,37.4211608077
X1270,-121.915545056,37.4499296667
X1271,-122.405269625,37.7284244375
X1272,-122.429021,37.7199093846
X1273,-122.454292714,37.7116
X1274,-121.827131833,37.3593203889
X1275,-122.485755313,37.7867209375
X1276,-122.429140846,37.7797746923
X1277,-122.423732182,37.7774805455
X1278,-122.43144775,37.7678859167
X1279,-122.408537154,37.7769507692
X1280,-122.429952769,37.7651558462
X1281,-122.423775273,37.7593735455
X1282,-122.426613,37.7455220833
X1283,-121.784995796,37.3739408056
X1284,-121.877936643,37.3837977857
X1285,-121.871039091,37.4036318182
X1286,-121.8761388,37.4224232667
X1287,-121.907065231,37.4584449231
X1288,-122.840928827,38.4118890769
X1289,-122.881731237,38.4178925789
X1290,-123.003693891,38.531123235
X1291,-122.476093667,37.7773500833
X1292,-122.464495,37.7953496923
X1293,-122.469565095,37.7560874762
X1294,-122.452385179,37.75142425
X1295,-122.45024472,37.73810248
X1296,-122.4807997,37.762484
X1297,-122.478359471,37.7166806471
X1298,-122.461724091,37.7855777273
X1299,-122.393861435,37.7726641304
X1300,-122.47302061,37.7698051951
X1301,-121.327689353,37.9673669412
X1302,-121.965189429,37.4006811429
X1303,-121.945209889,37.4143864444
X1304,-121.959015769,37.3653324103
X1305,-121.9347426,37.3470989
X1306,-121.988096783,37.368319913
X1307,-121.961332444,37.3464203333
X1308,-121.941542778,37.3332459444
X1309,-121.98395455,37.3208348
X1310,-121.957936889,37.2980948889
X1311,-121.987048231,37.2798641538
X1312,-121.003644375,37.6993473125
X1313,-123.098194972,38.7692359954
X1314,-120.832692324,37.7711923529
X1315,-120.942270857,37.7262819048
X1316,-120.939985094,37.6548579063
X1317,-120.951266375,37.6721410625
X1318,-121.256763312,37.968201625
X1319,-121.256297438,37.930352625
X1320,-121.2891188,37.92885855
X1321,-121.307004771,37.9208082857
X1322,-121.2355381,37.9644145
X1323,-121.254486659,37.9175670682
X1324,-121.324230947,38.0065439474
X1325,-121.3281227,37.9966387
X1326,-121.359383688,37.9812213437
X1327,-121.331856,38.0242831
X1328,-121.335428542,38.04303
X1329,-121.97993825,37.2706639167
X1330,-121.935958928,37.2272572464
X1331,-121.977379559,37.2378862941
X1332,-121.982847487,37.2551845897
X1333,-122.055138219,37.3212436875
X1334,-122.01911075,37.3036869375
X1335,-122.010804563,37.315676875
X1336,-122.02603813,37.3440194783
X1337,-122.057058,37.36265268
X1338,-122.008072958,37.3693129583
X1339,-122.004581733,37.3906908
X1340,-120.968039792,37.659510125
X1341,-120.979122091,37.6551062727
X1342,-120.988323563,37.663384625
X1343,-121.032601022,37.6296273111
X1344,-121.017637321,37.6303581429
X1345,-121.018533467,37.6177847333
X1346,-120.971792056,37.6437602222
X1347,-120.9356635,37.644587
X1348,-120.92597425,37.6456323333
X1349,-120.963365205,37.6269431591
X1350,-121.003874238,37.6104695476
X1351,-121.349360071,38.6787517857
X1352,-121.361553538,38.6721798462
X1353,-121.35524265,38.0253701
X1354,-121.251793,38.0215032973
X1355,-121.201151558,37.9384819038
X1356,-121.476396358,38.1599189312
X1357,-122.076616839,37.3592497742
X1358,-122.132164955,37.4092780909
X1359,-122.130277357,37.4263125714
X1360,-122.163334824,37.4490677059
X1361,-122.126157638,37.3762575517
X1362,-121.268850545,38.1210507273
X1363,-122.164209245,37.4081788868
X1364,-121.374638154,38.6034462308
X1365,-121.375409182,38.6247422727
X1366,-121.392654867,38.6132346
X1367,-121.43155845,38.62204265
X1368,-121.458503917,38.6015737083
X1369,-121.507594133,38.6182544
X1370,-121.54329768,38.63692408
X1371,-121.57407693,38.6976920233
X1372,-121.428010714,38.7076647857
X1373,-121.395106371,38.6407358571
X1374,-121.343805361,38.1517770833
X1375,-121.258785393,38.1457732857
X1376,-121.289750091,38.6726817273
X1377,-121.141870471,38.6701778824
X1378,-121.106287025,38.095914049
X1379,-120.995457656,37.7969131875
X1380,-121.223262357,37.8024162143
X1381,-121.869781174,37.1988455413
X1382,-121.251620292,38.69035175
X1383,-121.176041406,38.7021758125
X1384,-121.164999571,38.6669432857
X1385,-121.808104695,37.1973412714
X1386,-121.816932444,37.2485350556
X1387,-121.811039722,37.2309918889
X1388,-121.814287429,37.2670555714
X1389,-121.3561609,38.7227217
X1390,-121.342683947,38.66878
X1391,-121.212780429,38.653763
X1392,-121.282776913,38.6388307391
X1393,-121.259158111,38.7146337222
X1394,-121.330809182,38.6962059545
X1395,-121.307571294,38.6829247647
X1396,-121.630462929,37.1115128571
X1397,-121.654943647,37.1162966471
X1398,-121.664470182,37.1248403636
X1399,-121.571284789,36.9865250789
X1400,-121.441406278,38.4007242222
X1401,-121.303247547,37.8230854105
X1402,-121.2293217,37.7934455
X1403,-121.435495684,37.7186138421
X1404,-121.421808,37.7524545294
X1405,-121.444350615,37.7338646154
X1406,-121.836273476,37.2375881429
X1407,-121.733423125,37.1767119327
X1408,-121.6734414,37.1186431714
X1409,-121.620981729,37.1550267083
X1410,-121.239769474,38.6268131053
X1411,-121.2969942,38.5981341333
X1412,-121.276950857,38.607762
X1413,-121.328198897,38.5857369655
X1414,-121.295906192,38.6137883846
X1415,-121.326316188,38.5654050625
X1416,-121.313348758,38.5472217576
X1417,-121.317616864,38.5721678182
X1418,-121.341500846,38.5559673077
X1419,-121.36657995,38.5653465
X1420,-121.355531158,38.5503815263
X1421,-121.378111417,38.4012129167
X1422,-121.356063375,38.4687790625
X1423,-121.285293556,38.2829271111
X1424,-122.05795403,36.9894434848
X1425,-122.003982722,36.9717274444
X1426,-121.769881148,36.9221736296
X1427,-121.432269867,38.4379854667
X1428,-120.970994801,35.6847633711
X1429,-121.782145692,36.9317725385
X1430,-121.429114857,38.416849
X1431,-122.059756394,37.0280917766
X1432,-122.012188289,37.0782739737
X1433,-121.401818533,38.459495
X1434,-121.279744354,38.4132770313
X1435,-121.151656271,38.4064497444
X1436,-121.437558222,38.4547601667
X1437,-122.462410769,37.7048225
X1438,-122.478858348,37.6924956087
X1439,-121.991029952,37.0283726855
X1440,-121.751176895,36.9495765088
X1441,-121.684858596,36.9367482298
X1442,-121.399274725,38.3149005229
X1443,-122.469784091,37.6695408636
X1444,-121.339844774,36.8883601034
X1445,-121.389910853,36.8544979412
X1446,-122.419678282,37.6691378718
X1447,-122.407028333,37.6619523333
X1448,-122.418508421,37.6566188947
X1449,-122.406967375,37.6505019167
X1450,-122.483787613,37.6586937742
X1451,-122.484415034,37.6356993448
X1452,-122.48221783,37.6181215319
X1453,-122.324110536,37.5402547857
X1454,-122.299575842,37.546162
X1455,-122.30311036,37.5702206
X1456,-122.486817127,37.5826937937
X1457,-122.415692857,37.6128158571
X1458,-122.40664975,37.5939872083
X1459,-122.37934129,37.5815973548
X1460,-122.335361071,37.5722151429
X1461,-122.321954222,37.5728300556
X1462,-122.206660615,37.7716338462
X1463,-122.269556462,37.5423969615
X1464,-122.289625778,37.5361905
X1465,-122.187413647,38.1294902794
X1466,-121.535741222,38.5491586296
X1467,-122.303204787,37.503764766
X1468,-122.278593896,37.5017624792
X1469,-122.253109553,37.471726617
X1470,-122.225845467,37.4713714667
X1471,-122.25462772,37.45945006
X1472,-122.170077667,37.4736367778
X1473,-122.129496841,37.4768508182
X1474,-121.574324409,39.1582239545
X1475,-122.20035476,38.0897002
X1476,-122.203549794,38.0744747059
X1477,-122.262567133,38.1106086667
X1478,-122.27798375,38.1496151875
X1479,-121.777393435,38.5375641304
X1480,-121.793657667,38.5511919333
X1481,-122.120826192,38.10249612
X1482,-121.758581412,38.5711617059
X1483,-121.722728316,38.5561052105
X1484,-122.0615539,37.6266376
X1485,-121.553090824,39.1002058824
X1486,-121.791128308,38.6721063077
X1487,-121.791184846,38.6667630769
X1488,-121.755682028,38.6787429943
X1489,-121.562318592,39.0015958571
X1490,-121.39751237,39.1160875652
X1491,-120.168762754,39.1689552105
X1492,-122.022951437,37.6004994375
X1493,-120.397607317,37.9889145122
X1494,-121.5202844,38.6441119333
X1495,-121.989651714,36.9655525714
X1496,-121.7951575,38.6595245
X1497,-120.354795902,36.1389847805
X1498,-122.281214684,37.8327905789
X1499,-122.266362217,37.7804176087
X1500,-120.563613677,36.5474694867
X1501,-120.639937455,36.8920214759
X1502,-122.483609588,39.6112326569
X1503,-121.964652451,39.5261074359
X1504,-122.294696667,37.8387787333
X1505,-121.728513357,37.6840053571
X1506,-120.159786621,35.8768663966
X1507,-122.853379487,39.1077999744
X1508,-122.65512829,38.9874913043
X1509,-122.545158313,38.8823689803
X1510,-122.2846938,37.7776396667
X1511,-122.259391273,37.8586633636
X1512,-122.268178158,37.8510395789
X1513,-122.301952182,37.8642488485
X1514,-122.278242917,37.8744886667
X1515,-122.260439917,37.8777423333
X1516,-122.283831083,37.8577734167
X1517,-122.269788938,37.7714531875
X1518,-122.281586,37.8502258125
X1519,-122.152310125,37.7471143333
X1520,-122.155960813,37.7452984375
X1521,-122.162845615,37.7410526923
X1522,-122.291306059,37.895304
X1523,-122.287379783,37.8870185652
X1524,-122.281984103,37.8901428966
X1525,-122.278034667,37.8811113333
X1526,-122.24179819,37.814783619
X1527,-122.249611133,37.8297866
X1528,-122.21658641,37.8471154872
X1529,-122.217123235,37.8276162941
X1530,-122.189364417,37.8209087778
X1531,-122.220585682,37.8054589545
X1532,-122.249822077,37.7968529231
X1533,-122.246008545,37.7935167273
X1534,-122.250589516,37.7878657097
X1535,-122.231333067,37.7854834
X1536,-122.2220186,37.7951231333
X1537,-122.208317231,37.7930715385
X1538,-122.219052941,37.7785552941
X1539,-122.185197478,37.7891445652
X1540,-122.175700688,37.7748120625
X1541,-122.188707773,37.7691825
X1542,-122.188538368,37.7540565263
X1543,-122.173013389,37.7530666667
X1544,-122.166793937,37.756158625
X1545,-122.254900091,38.0076206364
X1546,-122.285769111,37.9809917778
X1547,-122.317019625,37.9943835625
X1548,-122.070888,37.63564
X1549,-122.038955765,37.6191274706
X1550,-122.0605025,37.6175885476
X1551,-122.048181176,37.5917828235
X1552,-122.029200182,37.5900524545
X1553,-122.085990962,37.5800051154
X1554,-122.004355304,37.5713827391
X1555,-122.040061524,37.574945619
X1556,-122.039485857,37.5821795714
X1557,-122.008567261,37.4894504552
X1558,-121.764088889,37.6732201481
X1559,-122.277630667,37.7958241667
X1560,-120.892491347,38.3690878051
X1561,-120.653266492,38.3933296833
X1562,-121.96498595,37.5536327
X1563,-122.005268077,37.5483523846
X1564,-121.927741733,37.5084025333
X1565,-121.904862119,37.5272424762
X1566,-121.913183062,37.4729276875
X1567,-122.03580175,37.549742875
X1568,-122.055045329,37.5114080235
X1569,-121.825339853,39.7582225882
X1570,-121.936920203,37.6522625105
X1571,-122.060593903,37.9525664194
X1572,-121.954435224,39.7454031837
X1573,-121.581446132,39.7580995263
X1574,-121.887489,37.7059870714
X1575,-121.931554,37.710796913
X1576,-121.526074908,39.4368935517
X1577,-122.301194071,37.7854173929
X1578,-121.802771853,37.5744548973
X1579,-121.662821652,39.6979572589
X1580,-121.540236529,39.4936829118
X1581,-121.570752512,39.4730816829
X1582,-122.094018507,37.7597800986
X1583,-122.106400737,37.7220761842
X1584,-122.097447067,37.7040422333
X1585,-122.082044063,37.69858675
X1586,-122.046288288,37.6547628846
X1587,-122.03541322,37.6369522373
X1588,-121.837661343,37.6611305143
X1589,-121.848722558,37.7194457115
X1590,-121.668041422,37.5943260444
X1591,-121.771875744,39.4452657077
X1592,-122.101272152,37.9883372727
X1593,-120.643790659,37.9900276935
X1594,-122.092318937,37.6670101875
X1595,-122.085386571,37.6512727857
X1596,-122.112895643,37.6421137143
X1597,-122.087951667,37.6427664167
X1598,-122.094728824,37.9759887647
X1599,-122.0715756,37.9516228
X1600,-120.836651662,38.2055994487
X1601,-120.318785844,38.2353092294
X1602,-122.160451946,38.0195639054
X1603,-122.121930059,38.0060918824
X1604,-122.056843718,37.9794492564
X1605,-122.024063875,37.990246
X1606,-121.999899381,37.9813409524
X1607,-121.982324586,39.0243621409
X1608,-122.08412856,37.88465398
X1609,-122.038058733,37.9035148222
X1610,-121.673903536,37.9351796071
X1611,-122.00419447,39.1914615422
X1612,-121.718643205,38.0163163846
X1613,-122.05200308,37.86908418
X1614,-122.041076684,37.9665822632
X1615,-122.017329292,37.9584542083
X1616,-122.04640181,37.9416874762
X1617,-122.031679,37.9306273333
X1618,-122.047953531,37.9200127812
X1619,-122.018752082,37.9076857959
X1620,-121.60411276,37.8473802314
X1621,-121.608223063,37.9058889375
X1622,-121.827748542,38.014034875
X1623,-121.831621188,37.994725625
X1624,-121.796824828,37.9905449655
X1625,-121.867530846,38.0141063077
X1626,-121.882025476,38.0047970952
X1627,-122.032207739,37.8874275435
X1628,-121.977305759,37.7950922759
X1629,-122.427563,37.7263854167
X1630,-122.410542421,37.7226960526
X1631,-121.928156109,37.7657506727
X1632,-121.964128978,37.7976002222
X1633,-121.991775796,37.7816225
X1634,-122.034102179,37.8345100536
X1635,-121.965995621,37.8452467053
X1636,-121.926876581,38.0168033548
X1637,-121.916414625,38.032130625
X1638,-121.968432813,38.0424462187
