A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALK,ALL,ALLE,ALXN,AMAT,AMD,AME,AMG,AMGN,AMP,AMT,AMZN,AN,ANTM,AON,APA,APC,APD,APH,ARE,ARNC,ATVI,AVB,AVGO,AVY,AWK,AXP,AYI,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BCR,BDX,BEN,BF.B,BHI,BIIB,BK,BLK,BLL,BMY,BRK.B,BSX,BWA,BXP,C,CA,CAG,CAH,CAT,CB,CBG,CBOE,CBS,CCI,CCL,CELG,CERN,CF,CFG,CHD,CHK,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COH,COL,COO,COP,COST,COTY,CPB,CRM,CSCO,CSRA,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DISH,DLPH,DLR,DLTR,DOV,DOW,DPS,DRI,DTE,DUK,DVA,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,EQT,ES,ESRX,ESS,ETFC,ETN,ETR,EVHC,EW,EXC,EXPD,EXPE,EXR,F,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FL,FLIR,FLR,FLS,FMC,FOX,FOXA,FRT,FTI,FTV,GD,GE,GGP,GILD,GIS,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCN,HCP,HD,HES,HIG,HOG,HOLX,HON,HP,HPE,HPQ,HRB,HRL,HRS,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IFF,ILMN,INCY,INTC,INTU,IP,IPG,IR,IRM,ISRG,IT,ITW,IVZ,JBHT,JCI,JEC,JNJ,JNPR,JPM,JWN,K,KEY,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KORS,KR,KSS,KSU,L,LB,LEG,LEN,LH,LKQ,LLL,LLY,LMT,LNC,LNT,LOW,LRCX,LUK,LUV,LVLT,LYB,M,MA,MAA,MAC,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MHK,MJN,MKC,MLM,MMC,MMM,MNK,MNST,MO,MON,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTB,MTD,MU,MUR,MYL,NAVI,NBL,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NLSN,NOC,NOV,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NWS,NWSA,O,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PCAR,PCG,PCLN,PDCO,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PX,PXD,PYPL,QCOM,QRVO,R,RAI,RCL,REG,REGN,RF,RHI,RHT,RIG,RJF,RL,ROK,ROP,ROST,RRC,RSG,RTN,SBUX,SCG,SCHW,SEE,SHW,SIG,SJM,SLB,SLG,SNA,SNI,SNPS,SO,SPG,SPGI,SPLS,SRCL,SRE,STI,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYMC,SYY,T,TAP,TDC,TDG,TEL,TGNA,TGT,TIF,TJX,TMK,TMO,TRIP,TROW,TRV,TSCO,TSN,TSO,TSS,TWX,TXN,TXT,UA,UAA,UAL,UDR,UHS,ULTA,UNH,UNM,UNP,UPS,URI,USB,UTX,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WFC,WFM,WHR,WLTW,WM,WMB,WMT,WRK,WU,WY,WYN,WYNN,XEC,XEL,XL,XLNX,XOM,XRAY,XRX,XYL,YHOO,YUM,ZBH,ZION,ZTS
0,1.176794715,1.260924216,1.312798048,1.112368138,1.235005063,0.997386819,1.034909507,1.081474977,1.090179709,1.162286266,1.095982311,1.120321276,1.071199454,1.31584542,1.304713301,1.192599491,1.12215319,1.04679287,1.172028269,1.061537597,1.246278042,1.180350879,1.055486922,1.151498207,1.111394656,1.240250293,1.139692703,1.05990141,1.124649499,1.079472787,1.270795237,1.020301617,0.980256522,1.016966708,1.009088832,1.123087003,1.192300605,1.103983919,1.138543025,1.093944886,1.159640827,1.152672678,1.078501121,1.181052446,1.235220319,1.334325456,1.197003557,1.260886483,1.102064515,1.076165514,1.302372222,1.161905015,1.154372443,1.182173965,1.10957521,1.055244551,1.25065023,1.179684711,1.03739632,1.227236159,1.128323913,1.038796275,1.035741767,1.303670579,1.168499126,1.147305864,1.003081791,0.961238503,1.095794768,1.182816941,1.036034487,1.082500634,1.077672886,1.177056169,1.008934419,1.087214512,1.307145989,1.101491227,1.066041919,1.04173948,1.062608617,1.317544782,1.126586956,1.228620581,1.085024758,1.175240867,1.13973799,1.308322401,1.120668246,1.317015507,1.244658378,1.158174234,1.206920863,1.185044684,1.0692558,1.157150933,1.272506715,1.05846226,1.261894678,1.191310582,1.276460181,1.077237405,1.327901711,1.252887535,1.201186444,1.075096729,1.237302799,1.1783252,1.121808886,1.162085773,1.153410279,1.212769594,1.270516853,1.254090886,1.112626886,1.101840182,1.288219694,1.145299579,1.050754307,1.270080461,1.134152438,1.148890275,1.177310798,1.100582938,1.15581504,1.30827074,1.131550079,1.159276479,1.132365565,1.078068748,1.252961636,1.030396287,1.092118945,1.038226327,1.120357699,1.231902969,1.230785099,1.144334492,1.088893018,1.239068276,1.234843035,1.101760028,1.102142597,1.256405685,1.244369525,1.309377177,1.339092119,1.135085944,1.164648011,1.257373677,1.219282946,1.268929208,1.031747061,1.373324346,1.053340902,1.336795802,1.169994359,1.11081702,1.067650341,1.15420514,1.15269958,1.262123807,1.217084503,1.325745952,1.163529027,1.229251687,1.05047069,1.040447103,1.289263086,1.326304257,1.228604414,1.269784071,1.149296109,1.139231767,1.277845925,1.091760093,1.134976433,1.142063725,1.070583527,1.150618594,1.072729491,1.302790325,1.199713445,1.083331358,1.02240584,1.057898636,1.236253422,1.126739778,1.110074988,1.11682362,1.099298829,1.117629362,1.118649909,1.25181714,1.131752138,1.308020798,1.060379037,1.044735452,1.222952203,1.141643127,1.220607361,1.083960725,1.104791047,1.130435308,1.130404236,1.078851881,1.179470146,1.268640073,1.194003298,1.042518464,1.098762261,1.176843331,1.11338799,1.225787372,1.05192231,1.285229738,1.161306669,1.309797425,1.314872564,1.037742322,1.155565341,1.105564147,1.159145007,1.121805407,1.016139824,1.172297365,1.256101775,1.247904656,1.237020069,1.336043777,1.096568352,1.042459194,1.117747108,1.234085811,1.249187795,1.119706678,1.343958423,1.279797228,1.092222493,1.126598167,1.166528789,1.115359888,1.087470068,1.113111019,1.039469095,1.006030172,1.255418715,1.149013727,1.091533628,0.994891962,0.970324546,1.140394914,1.106810757,1.085125643,1.069118201,1.15841855,1.016302228,1.249848405,1.229397589,1.067747074,1.211516684,1.234142239,1.197481914,1.146937014,1.198743678,1.118610189,1.22217861,1.25217485,1.353673272,1.280004848,1.134176902,1.028949452,1.258050961,1.112097664,1.086884991,0.983406395,1.131349982,1.175839243,1.163934107,1.196281489,1.018682729,1.366674354,1.106212776,1.103979042,1.044250162,1.184708097,1.106996604,1.093878444,1.246428122,1.035191196,1.271807638,1.230427929,1.085740448,1.08097686,1.245387546,1.169475742,1.070538746,1.149037282,1.012891082,1.156594362,1.040534619,1.050637612,1.015516265,1.243444928,1.200824052,1.136663345,1.022538148,1.038218865,1.231162613,1.346068049,1.244186842,1.145309282,1.210708266,1.215461443,1.147631057,1.169958203,1.018982543,1.116470252,1.175515336,1.045659325,0.969583755,1.150260321,1.167640049,1.188259343,1.181915379,1.141057261,1.133161923,1.292556888,1.388563556,1.270401188,1.183294974,1.354443901,1.282657125,1.098891197,1.127273934,1.173396721,1.256845756,1.114239108,1.189522117,1.015075055,1.091001379,1.228212674,1.130328541,1.091681291,1.080083135,1.346206973,1.181635553,1.073171713,1.069766462,1.203127137,1.134040874,1.074801869,1.061692055,1.043566107,1.309257254,1.099369866,1.122510696,1.295289305,1.166676089,1.104806944,0.985458621,1.188384357,1.096667674,1.04988798,1.12320338,0.928604366,1.156844036,1.194374344,1.020354443,1.073044344,1.322425544,1.178659395,1.264477037,1.231059684,1.017002498,1.257551703,1.078023341,1.209353339,1.151726417,1.039424621,1.182500804,1.196039996,1.170022795,1.18843627,1.093766403,1.288240258,1.137890161,1.235213462,1.151548463,1.068128492,1.126972362,1.085138787,1.215411146,1.025503531,1.220549884,1.029903355,1.008797563,1.257074766,1.265506883,1.130988876,1.166105913,1.275128716,1.32261283,1.006224955,1.105403059,1.098392495,1.205126195,1.226232587,1.134861755,1.143843414,1.066502073,1.20335825,1.109244096,1.35552706,1.245338128,1.021640518,1.23802167,1.26540809,1.241117761,1.037448848,1.023401555,1.185599756,1.165093686,1.023598357,1.122268933,1.198364475,1.046216125,1.204155041,1.142524317,1.217117908,1.193514317,1.132407043,1.185089354,1.019240306,1.091318922,1.235896429,1.097739814,1.143077267,1.183016753,0.898237045,1.15757461,1.053635882,1.10541245,1.1798076,1.293534542,1.223583114,1.091226075,1.199318639,1.087551119,1.106176437,1.327260029,1.258123442,1.2030883,1.254703942,1.146247454,1.177682281,1.096890839,1.072469865,1.219382712,1.111332381,1.133615762,1.028781352,1.068779085,1.276316495,1.055432013,1.162637943,1.191687569,1.188735428,1.13158078,1.186652357,1.152382437,1.086589954,1.176476773,1.321780593,1.216180386,0.970405575,1.188524722,1.148080658,1.335024875,1.046459579,1.299934334,1.121569269,1.228676954,1.144238113,1.19081428,1.245440134,1.170046469,1.087054119,1.127873768,1.101852141,1.203804172,1.147155523,1.332600633,1.143295127,1.119880238,1.105589634,1.056239259,1.14948302,1.02537072,1.127183593,1.195845217,1.07635858,1.06177623,1.129201191
1.176794715,0,1.217204467,1.319782533,1.221631265,1.245923135,1.134055651,1.170588927,1.1550974,1.159290048,1.230968334,1.099252857,1.115191955,1.078713728,1.333848874,1.326539476,1.263356541,1.194697409,1.15226389,1.201611309,1.146000197,1.271009535,1.234320978,1.12471627,1.190013539,1.256974268,1.036256433,1.212525011,1.11230882,1.174320543,1.131199312,1.349796751,1.12404442,1.113230349,1.147257332,1.048373075,1.207930893,1.279176072,1.141722009,1.16519912,1.13440313,1.299398282,1.275699374,1.097794001,1.226456821,1.25938718,1.339346666,1.238431113,1.291554848,1.12899264,1.164387739,1.359821751,1.140122622,1.23326856,1.202601274,1.124882851,1.097554922,1.258296676,1.167566218,1.096462126,1.248340199,1.236609264,1.227490751,1.099604966,1.303143222,1.28774176,1.214054118,1.094360387,1.06427015,1.209019512,1.270103012,1.109014705,1.208811286,1.109561707,1.198743727,1.05622675,1.13759118,1.283849471,1.187234857,1.198786511,1.123400114,1.087935251,1.305052974,1.168856405,1.231537348,1.018947053,1.236928736,1.198207549,1.313759149,1.15825813,1.333861037,1.305995461,1.192664075,1.221791468,1.198622582,1.154251079,1.202431851,1.286810258,1.135636917,1.307904504,1.213638236,1.28863868,1.127572142,1.355376334,1.295167923,1.295203504,1.070588881,1.304650512,1.214335319,1.124832779,1.22233498,1.282723216,1.223801424,1.289729816,1.268114952,1.18222724,1.162742826,1.280859608,1.215925324,1.139215091,1.250555366,1.167639661,1.180741063,1.235587366,1.277029944,1.312512016,1.338150727,0.575382816,1.229082088,1.230531977,1.089470256,1.269086796,1.157220162,1.122466724,1.180448234,1.14196462,1.271579658,1.267614574,1.188680385,1.099707346,1.291317561,1.262853382,1.227397047,1.222658991,1.264769144,1.196293454,1.347038671,1.370359346,1.181137359,1.286610453,1.305970295,1.229455955,1.244493012,1.201926245,1.405936552,1.133305231,1.346097139,1.202061188,1.196015767,1.166219738,1.285888207,1.199033436,1.28713182,1.27218947,1.367872872,1.17927747,1.287708293,1.092055851,1.156626434,1.324804514,1.365999298,1.282426225,1.30055057,1.130336207,1.116939703,1.287644584,1.114569252,1.185975,1.191386891,1.149013047,1.2916342,1.128926333,1.315252992,1.175077598,1.154987652,1.083547561,1.10528029,1.217191549,1.212550325,1.213846486,1.216328664,1.199361683,1.174450297,1.183894428,1.256951067,1.290523783,1.32269428,1.13340959,1.18002874,1.250362262,1.188723742,1.236765826,1.16748151,1.12899138,1.182111899,1.180437688,1.153280455,1.23112462,1.27638016,1.244466836,1.071207532,1.093569201,1.22791956,1.261273792,1.24415048,1.120021921,1.30176171,1.200849284,1.3257537,1.326901274,1.133877843,1.295600189,1.133371197,1.18537202,1.146039911,1.110942171,1.302659913,1.266944515,1.253998867,1.197516296,1.376669994,1.167145186,1.146886616,1.083384759,1.29997002,1.260588629,1.22535847,1.348140332,1.278823434,1.196774838,1.192095307,1.210108436,1.123278723,1.144752877,1.145782666,1.08540848,1.09887504,1.227753983,1.221962175,1.167695278,1.10778704,1.073512969,1.115757045,1.237639866,1.177292204,1.202887332,1.239261876,1.087503928,1.238109809,1.256950986,1.110987417,1.288388044,1.248933858,1.220275799,1.209729029,1.267700252,1.140773902,1.253997305,1.287064259,1.306857708,1.24545181,1.197654972,1.136079726,1.217908362,1.113205661,1.104165128,1.19598724,1.155429738,1.225166507,1.232631406,1.194622987,1.074558754,1.366911109,1.134298019,1.114715946,1.154086669,0.715752019,1.114502474,1.247011472,1.204122057,1.098198414,1.301927106,1.263829322,1.0302864,1.115109325,1.310386799,1.207261621,1.148671527,1.225688864,1.053880482,1.229800224,1.154712257,1.111307469,1.09838717,1.277209536,1.260599123,1.196993125,1.100533204,1.143037913,1.293770024,1.346349333,1.276047414,1.221534387,1.235219274,1.235364711,1.196354537,1.296855082,1.058534468,1.14994324,1.182723304,1.119315241,1.133429474,1.165987284,1.286664078,1.205418994,1.161732626,1.292924127,1.186083957,1.340531302,1.435615795,1.297228758,1.31771379,1.380366893,1.274175993,1.209996485,1.183520074,1.299279648,1.316370334,1.204057121,1.192902937,1.084522065,1.172521977,1.21024128,1.166192075,1.17059408,1.175493837,1.336959434,1.292558196,1.083680348,1.167004512,1.19091476,1.288859529,1.092155315,1.115733721,1.100140469,1.336807422,1.150967513,1.21410239,1.338862025,1.232887553,1.213124599,1.085527238,1.228756485,1.149806604,1.14053613,1.137134218,1.132430219,1.188781733,1.272740138,1.107235306,1.213353707,1.347401894,1.222437563,1.30432006,1.264698862,1.0750447,1.274161808,1.203038463,1.215576443,1.229610546,1.12697501,1.319043523,1.256257445,1.198230074,1.199751351,1.076142197,1.358884213,1.087839487,1.286210838,1.227229021,1.1109698,1.07663746,1.155765691,1.347420556,1.097451026,1.262301573,1.141071075,1.158401451,1.307775363,1.332157001,1.216341385,1.224146383,1.216694596,1.345100856,1.089607496,1.149863795,1.159986222,1.181555478,1.253236984,1.276502941,1.166820706,1.110887004,1.232352504,1.174475224,1.365396099,1.246269932,1.111607902,1.260425843,1.223661212,1.299634626,1.106505529,1.098516494,1.168410733,1.238377254,1.111297724,1.085249313,1.14779678,1.205186907,1.259249157,1.2425675,1.282605139,1.254473527,1.220653759,1.17065583,1.093311779,1.166137449,1.238943929,1.158312023,1.18373401,1.194333424,1.103663901,1.184645568,1.112851076,1.170004719,1.190896313,1.326451404,1.200203016,1.185779063,1.24601142,1.093579051,1.125973734,1.295580094,1.249952619,0.645266965,1.278141789,1.206919495,1.25106504,1.168808183,1.112119544,1.242597754,1.113056535,1.146486265,1.084838051,1.122546129,1.322917217,1.152568473,1.164233655,1.239352576,1.218651956,1.179987756,1.203599196,1.199090318,1.217643882,1.257157627,1.342439528,1.26150309,1.165185919,1.190878546,1.154991148,1.36524522,1.11531501,1.322333716,1.123688076,1.260399468,1.214715418,1.259698427,1.267968469,1.231986809,1.147603365,1.161664301,1.043813562,1.282795358,1.313295651,1.354163288,1.164864899,1.210411977,1.281124537,1.171184073,1.183065521,1.170115024,1.17782558,1.215768016,1.182905162,1.136932349,1.202120198
1.260924216,1.217204467,0,1.338574312,1.235446292,1.295960511,1.167519114,1.218370735,1.198510613,1.223334226,1.207307467,1.179496014,1.200598599,1.259886843,1.291108916,1.284503543,1.238574058,1.225946899,1.162355706,1.241486003,1.168982767,1.277519918,1.201203778,1.17573907,1.275999101,1.203862343,1.263360373,1.235227489,1.15182944,1.281166125,1.205051691,1.343680523,1.136244443,1.138716792,1.189583607,1.150154982,1.236164003,1.225100722,1.119185777,1.244837806,1.208775701,1.301328533,1.267061024,1.195700153,1.28706442,1.245314779,1.368827507,1.25073327,1.280982873,1.240899754,1.193113007,1.262834722,1.166561473,1.222110885,0.972463063,1.194362151,1.174933307,1.338269491,1.15743347,1.170690385,1.216472438,1.207901606,1.199382361,1.177160397,1.319239434,1.294971575,1.271330679,1.163879604,1.155745971,1.17953089,1.313903232,1.138410817,1.20913446,1.193720298,1.217628798,1.146241599,1.188096025,1.322427635,1.248581493,1.228832602,1.197071768,1.183648866,1.285657142,1.229930983,1.262106638,1.166790848,1.281839637,1.24546766,1.363059488,1.220380275,1.332237433,1.295689371,1.199498898,1.265642551,1.260328239,1.166022515,1.233021019,1.259212132,1.179912551,1.309325876,1.220081232,1.331535503,1.210942238,1.270110621,1.27972452,1.24658799,1.209766558,1.31078367,1.191330248,1.201417465,1.271324523,1.289435263,1.247124219,1.264523721,1.25882212,1.254567445,1.242170014,1.345220017,1.230493411,1.232163696,1.267065018,1.23252247,1.197100765,1.22870088,1.234554837,1.30047495,1.272908351,1.191822099,1.295940454,1.280596404,1.170430271,1.195811381,1.192622138,1.167776002,1.216719967,1.199440846,1.314504483,1.311698015,1.25183788,1.16314208,1.279465808,1.165993826,1.2506182,1.24855926,1.19605279,1.212995298,1.246471111,1.290439048,1.213092744,1.306830593,1.28457226,1.277512785,1.293100016,1.176870646,1.317165794,1.214533586,1.274128728,1.220301121,1.217768764,1.195548031,1.290383647,1.224510854,1.28262619,1.27459094,1.261534971,1.223064177,1.280151965,1.184292348,1.196563982,1.289858235,1.385218339,1.290683023,1.259207917,1.183030297,1.228875498,1.31656636,1.179358438,1.204608038,1.229389026,1.205131204,1.259203498,1.204959794,1.302195927,1.253024978,1.200896471,1.129974619,1.167533789,1.211237522,1.214389704,1.205791261,1.245226287,1.232076133,1.198423594,1.20712945,1.234927074,1.272475636,1.331599875,1.204898198,1.178031354,1.204439718,1.253793371,1.208479686,1.206332115,1.199103217,1.234372502,1.228246274,1.074325204,1.269325875,1.258848565,1.266987008,1.148498614,1.175379573,1.219630585,1.28082601,1.281810357,1.205478841,1.278377382,1.230162301,1.315549373,1.298299975,1.15205275,1.280708508,1.151254452,1.240762437,1.163174005,1.163003454,1.303194404,1.308965207,1.301630148,1.274826085,1.292889472,1.198934344,1.234160458,1.20593839,1.300907986,1.287088479,1.249995694,1.308520053,1.301304626,1.250316173,1.268839616,1.254489843,1.262337293,1.206043202,1.17193137,1.187736318,1.159120569,1.278518298,1.283397675,1.264289334,1.157381416,1.157884435,1.202594309,1.223773976,1.227732562,1.208359949,1.233834609,1.150164126,1.239977737,1.217978754,1.162992812,1.256893629,1.211712303,1.264133443,1.249766603,1.259460323,1.147711287,1.234950205,1.285257233,1.302068348,1.318730767,1.225213329,1.197509,1.210666688,1.143505365,1.161177128,1.193399644,1.147767885,1.242526011,1.251297637,1.203030244,1.154673458,1.370500254,1.136874502,1.211772133,1.214437938,1.212343329,1.222759522,1.247661385,1.225776093,1.154327804,1.288246605,1.238699991,1.195585662,1.206971171,1.296945587,1.218918999,1.220022802,1.275827794,1.1829409,1.230906952,1.206853422,1.178562084,1.177959587,1.284259418,1.213458987,1.206019765,1.159756259,1.206953839,1.257549199,1.364428821,1.272877097,1.259125766,1.307453239,1.266487925,1.224203548,1.303519448,1.158858444,1.238359125,1.253321475,1.215017113,1.204948153,1.284265705,1.280387683,1.289056564,1.252045224,1.278222577,1.183294708,1.289705672,1.388539337,1.327401161,1.272893104,1.344022515,1.27909628,1.237834578,1.210057947,1.28149759,1.318955143,1.239843983,1.253483751,1.161409375,1.207471272,1.308743131,1.173511199,1.180117807,1.17493349,1.3194338,1.272243998,1.171542745,1.18796067,0.959356025,1.266163487,1.148490092,1.17243932,1.169166211,1.270406719,1.24695537,1.249995697,1.256825482,1.217138201,1.213950839,1.150031784,1.224529823,1.164414367,1.142520646,1.175806273,1.183640621,1.215227084,1.284247374,1.149453072,1.214870349,1.261734854,1.248429205,1.282388766,1.274213152,1.150137612,1.286755972,1.208517734,1.208659063,1.239742724,1.214686309,1.307269394,1.266664325,1.266279927,1.253653477,1.152363292,1.32969462,1.208957223,1.256188502,1.291241906,1.177856479,1.162941629,1.216723765,1.320314109,1.173426405,1.217646858,1.193043691,1.159065708,1.2647027,1.325888831,1.168409327,1.251483146,1.28298891,1.262468513,1.168371289,1.198193548,1.212216163,1.219844434,1.256598601,1.255579141,1.212262752,1.156507978,1.29290502,1.224688132,1.275103733,1.234671104,1.225044721,1.238603894,1.267659572,1.258147314,1.151916572,1.173808879,1.278224488,1.218317519,1.17439265,1.218535574,1.241170448,1.175205746,1.265809663,1.281297923,1.246886164,1.250206521,1.291034909,1.260137784,1.181174658,1.216473829,1.204844182,1.198029848,1.12095175,1.266972897,1.172273723,1.331818078,1.152345482,1.171832533,1.14443463,1.306991202,1.215630821,1.193557633,1.236353954,1.197587667,1.202250642,1.346275062,1.278512848,1.226527837,1.284560435,1.237369809,1.213299756,1.212614982,1.167723174,1.26463722,1.161552482,1.236608465,1.155936795,1.197162828,1.323324706,1.207210818,1.175112537,1.282782898,1.189635786,1.189116068,1.227958561,1.227347488,1.211825219,1.294466449,1.311600432,1.240732659,1.242679964,1.210394039,1.22997984,1.274021729,1.157341684,1.339013651,1.19517637,1.300732835,1.180399113,1.275163362,1.213906337,1.25688472,1.175227131,1.179821282,1.181767961,1.28336481,1.29090129,1.264365968,1.235259838,1.220717305,1.245289381,1.19617829,1.230834362,1.169920791,1.236768973,1.218460786,1.194414654,1.177211385,1.248966542
