id,coor
1186,[-122.34481249   38.30999744]
1192,[-122.42363254   38.55330828]
1194,[-121.2391682    38.76455792]
1201,[-122.09214336   38.29298369]
1202,[-122.18276615   38.24501964]
1203,[-122.05929508   38.27457737]
1204,[-122.02574773   38.30029048]
1205,[-121.97840005   38.29626881]
1206,[-122.0653073    38.23091027]
1207,[-121.9527664   37.5189769]
1208,[-121.35919209   38.00068282]
1209,[-122.25658307   37.44516029]
1210,[-122.36013135   37.4462464 ]
1211,[-122.16056816   37.4618162 ]
1212,[-122.04950157   38.26489879]
1213,[-122.02085486   38.265996  ]
1214,[-121.95093525   38.14553101]
1215,[-121.94550221   38.27302309]
1216,[-121.94403012   38.3402645 ]
1217,[-121.96534      38.32442164]
1218,[-121.94079772   38.32153377]
1219,[-121.97203208   38.37505717]
1220,[-121.91598048   37.27394997]
1221,[-121.03795887   37.67616527]
1222,[-121.94183662   37.25792886]
1223,[-122.4537492   38.1184023]
1224,[-122.6473046    38.27419767]
1225,[-122.64754335   38.2500805 ]
1226,[-122.67212742   38.25175203]
1227,[-122.63013702   38.34434348]
1230,[-120.94001291   37.5643655 ]
1231,[-120.94236645   37.48888518]
1232,[-121.9024651    37.34767955]
1233,[-121.92766244   37.32824407]
1234,[-121.87050636   37.35130579]
1235,[-121.85897791   37.342258  ]
1236,[-121.88686016   37.32365768]
1237,[-121.90903167   37.31779829]
1238,[-121.1572491    37.67582516]
1241,[-121.81451129   37.28097776]
1243,[-121.82078837   37.31274369]
1244,[-122.4095359   37.7946578]
1245,[-122.4122101   37.7870404]
1246,[-122.41814124   37.77965224]
1247,[-122.43140021   37.80048214]
1248,[-121.80139553   37.31814168]
1249,[-121.78720288   37.3065382 ]
1250,[-121.80991964   37.301344  ]
1251,[-121.83824696   37.32923939]
1252,[-121.83911108   37.34583862]
1253,[-121.86204375   37.3646085 ]
1254,[-121.84458795   37.37774555]
1255,[-122.72644707   38.42703103]
1257,[-122.42707664   37.792539  ]
1258,[-122.43854227   37.79385053]
1259,[-122.44162886   37.78975086]
1260,[-122.4398487   37.7867919]
1261,[-122.45065324   37.78439418]
1262,[-121.85951315   37.32591275]
1263,[-122.68599361   38.40650235]
1264,[-122.65934483   38.39421827]
1265,[-122.42353867   37.72887386]
1266,[-122.66560698   38.45086457]
1267,[-122.74756484   38.53124537]
1268,[-122.75879885   38.46156174]
1269,[-121.89882746   37.42116081]
1270,[-121.91554506   37.44992967]
1271,[-122.40526963   37.72842444]
1272,[-122.429021     37.71990938]
1273,[-122.45429271   37.7116    ]
1274,[-121.82713183   37.35932039]
1275,[-122.48575531   37.78672094]
1276,[-122.42914085   37.77977469]
1277,[-122.42373218   37.77748055]
1278,[-122.43144775   37.76788592]
1279,[-122.40853715   37.77695077]
1280,[-122.42995277   37.76515585]
1281,[-122.42377527   37.75937355]
1282,[-122.426613     37.74552208]
1283,[-121.7849958    37.37394081]
1284,[-121.87793664   37.38379779]
1285,[-121.87103909   37.40363182]
1286,[-121.8761388    37.42242327]
1287,[-121.90706523   37.45844492]
1288,[-122.84092883   38.41188908]
1289,[-122.88173124   38.41789258]
1290,[-123.00369389   38.53112323]
1291,[-122.47609367   37.77735008]
1292,[-122.464495     37.79534969]
1293,[-122.4695651    37.75608748]
1294,[-122.45238518   37.75142425]
1295,[-122.45024472   37.73810248]
1296,[-122.4807997   37.762484 ]
1297,[-122.47835947   37.71668065]
1298,[-122.46172409   37.78557773]
1299,[-122.39386143   37.77266413]
1300,[-122.47302061   37.7698052 ]
1301,[-121.32768935   37.96736694]
1302,[-121.96518943   37.40068114]
1303,[-121.94520989   37.41438644]
1304,[-121.95901577   37.36533241]
1305,[-121.9347426   37.3470989]
1306,[-121.98809678   37.36831991]
1307,[-121.96133244   37.34642033]
1308,[-121.94154278   37.33324594]
1309,[-121.98395455   37.3208348 ]
1310,[-121.95793689   37.29809489]
1311,[-121.98704823   37.27986415]
1313,[-123.09819497   38.769236  ]
1318,[-121.25676331   37.96820162]
1320,[-121.2891188    37.92885855]
1321,[-121.30700477   37.92080829]
1322,[-121.2355381   37.9644145]
1326,[-121.35938369   37.98122134]
1329,[-121.97993825   37.27066392]
1330,[-121.93595893   37.22725725]
1331,[-121.97737956   37.23788629]
1332,[-121.98284749   37.25518459]
1333,[-122.05513822   37.32124369]
1334,[-122.01911075   37.30368694]
1335,[-122.01080456   37.31567688]
1336,[-122.02603813   37.34401948]
1337,[-122.057058     37.36265268]
1338,[-122.00807296   37.36931296]
1339,[-122.00458173   37.3906908 ]
1343,[-121.03260102   37.62962731]
1344,[-121.01763732   37.63035814]
1350,[-121.00387424   37.61046955]
1356,[-121.47639636   38.15991893]
1357,[-122.07661684   37.35924977]
1358,[-122.13216495   37.40927809]
1359,[-122.13027736   37.42631257]
1360,[-122.16333482   37.44906771]
1361,[-122.12615764   37.37625755]
1363,[-122.16420925   37.40817889]
1369,[-121.50759413   38.6182544 ]
1371,[-121.57407693   38.69769202]
1373,[-121.39510637   38.64073586]
1381,[-121.86978117   37.19884554]
1385,[-121.8081047    37.19734127]
1386,[-121.81693244   37.24853506]
1387,[-121.81103972   37.23099189]
1388,[-121.81428743   37.26705557]
1390,[-121.34268395   38.66878   ]
1396,[-121.63046293   37.11151286]
1397,[-121.65494365   37.11629665]
1398,[-121.66447018   37.12484036]
1399,[-121.57128479   36.98652508]
1401,[-121.30324755   37.82308541]
1403,[-121.43549568   37.71861384]
1404,[-121.421808     37.75245453]
1405,[-121.44435062   37.73386462]
1406,[-121.83627348   37.23758814]
1407,[-121.73342312   37.17671193]
1408,[-121.6734414    37.11864317]
1409,[-121.62098173   37.15502671]
1410,[-121.23976947   38.62681311]
1412,[-121.27695086   38.607762  ]
1415,[-121.32631619   38.56540506]
1417,[-121.31761686   38.57216782]
1418,[-121.34150085   38.55596731]
1424,[-122.05795403   36.98944348]
1425,[-122.00398272   36.97172744]
1426,[-121.76988115   36.92217363]
1429,[-121.78214569   36.93177254]
1431,[-122.05975639   37.02809178]
1432,[-122.01218829   37.07827397]
1437,[-122.46241077   37.7048225 ]
1438,[-122.47885835   37.69249561]
1439,[-121.99102995   37.02837269]
1440,[-121.75117689   36.94957651]
1441,[-121.6848586    36.93674823]
1442,[-121.39927472   38.31490052]
1443,[-122.46978409   37.66954086]
1444,[-121.33984477   36.8883601 ]
1445,[-121.38991085   36.85449794]
1446,[-122.41967828   37.66913787]
1447,[-122.40702833   37.66195233]
1448,[-122.41850842   37.65661889]
1449,[-122.40696738   37.65050192]
1450,[-122.48378761   37.65869377]
1451,[-122.48441503   37.63569934]
1452,[-122.48221783   37.61812153]
1453,[-122.32411054   37.54025479]
1454,[-122.29957584   37.546162  ]
1455,[-122.30311036   37.5702206 ]
1456,[-122.48681713   37.58269379]
1457,[-122.41569286   37.61281586]
1458,[-122.40664975   37.59398721]
1459,[-122.37934129   37.58159735]
1460,[-122.33536107   37.57221514]
1461,[-122.32195422   37.57283006]
1462,[-122.20666062   37.77163385]
1463,[-122.26955646   37.54239696]
1464,[-122.28962578   37.5361905 ]
1465,[-122.18741365   38.12949028]
1467,[-122.30320479   37.50376477]
1468,[-122.2785939    37.50176248]
1469,[-122.25310955   37.47172662]
1470,[-122.22584547   37.47137147]
1471,[-122.25462772   37.45945006]
1472,[-122.17007767   37.47363678]
1473,[-122.12949684   37.47685082]
1475,[-122.20035476   38.0897002 ]
1476,[-122.20354979   38.07447471]
1477,[-122.26256713   38.11060867]
1478,[-122.27798375   38.14961519]
1479,[-121.77739343   38.53756413]
1481,[-122.12082619   38.10249612]
1482,[-121.75858141   38.57116171]
1484,[-122.0615539   37.6266376]
1488,[-121.75568203   38.67874299]
1492,[-122.02295144   37.60049944]
1495,[-121.98965171   36.96555257]
1498,[-122.28121468   37.83279058]
1499,[-122.26636222   37.78041761]
1504,[-122.29469667   37.83877873]
1505,[-121.72851336   37.68400536]
1510,[-122.2846938    37.77763967]
1511,[-122.25939127   37.85866336]
1512,[-122.26817816   37.85103958]
1513,[-122.30195218   37.86424885]
1514,[-122.27824292   37.87448867]
1515,[-122.26043992   37.87774233]
1516,[-122.28383108   37.85777342]
1517,[-122.26978894   37.77145319]
1518,[-122.281586     37.85022581]
1519,[-122.15231013   37.74711433]
1520,[-122.15596081   37.74529844]
1521,[-122.16284562   37.74105269]
1522,[-122.29130606   37.895304  ]
1523,[-122.28737978   37.88701857]
1524,[-122.2819841   37.8901429]
1525,[-122.27803467   37.88111133]
1526,[-122.24179819   37.81478362]
1527,[-122.24961113   37.8297866 ]
1528,[-122.21658641   37.84711549]
1529,[-122.21712324   37.82761629]
1530,[-122.18936442   37.82090878]
1531,[-122.22058568   37.80545895]
1532,[-122.24982208   37.79685292]
1533,[-122.24600855   37.79351673]
1534,[-122.25058952   37.78786571]
1535,[-122.23133307   37.7854834 ]
1536,[-122.2220186    37.79512313]
1537,[-122.20831723   37.79307154]
1538,[-122.21905294   37.77855529]
1539,[-122.18519748   37.78914457]
1540,[-122.17570069   37.77481206]
1541,[-122.18870777   37.7691825 ]
1542,[-122.18853837   37.75405653]
1543,[-122.17301339   37.75306667]
1544,[-122.16679394   37.75615863]
1545,[-122.25490009   38.00762064]
1546,[-122.28576911   37.98099178]
1547,[-122.31701962   37.99438356]
1548,[-122.070888   37.63564 ]
1549,[-122.03895576   37.61912747]
1550,[-122.0605025    37.61758855]
1551,[-122.04818118   37.59178282]
1552,[-122.02920018   37.59005245]
1553,[-122.08599096   37.58000512]
1554,[-122.0043553    37.57138274]
1555,[-122.04006152   37.57494562]
1556,[-122.03948586   37.58217957]
1557,[-122.00856726   37.48945046]
1558,[-121.76408889   37.67322015]
1559,[-122.27763067   37.79582417]
1562,[-121.96498595   37.5536327 ]
1563,[-122.00526808   37.54835238]
1564,[-121.92774173   37.50840253]
1565,[-121.90486212   37.52724248]
1566,[-121.91318306   37.47292769]
1567,[-122.03580175   37.54974287]
1568,[-122.05504533   37.51140802]
1570,[-121.9369202    37.65226251]
1571,[-122.0605939    37.95256642]
1574,[-121.887489     37.70598707]
1575,[-121.931554     37.71079691]
1577,[-122.30119407   37.78541739]
1578,[-121.80277185   37.5744549 ]
1582,[-122.09401851   37.7597801 ]
1583,[-122.10640074   37.72207618]
1584,[-122.09744707   37.70404223]
1585,[-122.08204406   37.69858675]
1586,[-122.04628829   37.65476288]
1587,[-122.03541322   37.63695224]
1588,[-121.83766134   37.66113051]
1589,[-121.84872256   37.71944571]
1590,[-121.66804142   37.59432604]
1592,[-122.10127215   37.98833727]
1594,[-122.09231894   37.66701019]
1595,[-122.08538657   37.65127279]
1596,[-122.11289564   37.64211371]
1597,[-122.08795167   37.64276642]
1598,[-122.09472882   37.97598876]
1599,[-122.0715756   37.9516228]
1602,[-122.16045195   38.01956391]
1603,[-122.12193006   38.00609188]
1604,[-122.05684372   37.97944926]
1605,[-122.02406388   37.990246  ]
1606,[-121.99989938   37.98134095]
1608,[-122.08412856   37.88465398]
1609,[-122.03805873   37.90351482]
1610,[-121.67390354   37.93517961]
1612,[-121.71864321   38.01631638]
1613,[-122.05200308   37.86908418]
1614,[-122.04107668   37.96658226]
1615,[-122.01732929   37.95845421]
1616,[-122.04640181   37.94168748]
1617,[-122.031679     37.93062733]
1618,[-122.04795353   37.92001278]
1619,[-122.01875208   37.9076858 ]
1620,[-121.60411276   37.84738023]
1621,[-121.60822306   37.90588894]
1622,[-121.82774854   38.01403487]
1623,[-121.83162119   37.99472563]
1624,[-121.79682483   37.99054497]
1625,[-121.86753085   38.01410631]
1626,[-121.88202548   38.0047971 ]
1627,[-122.03220774   37.88742754]
1628,[-121.97730576   37.79509228]
1629,[-122.427563     37.72638542]
1630,[-122.41054242   37.72269605]
1631,[-121.92815611   37.76575067]
1632,[-121.96412898   37.79760022]
1633,[-121.9917758   37.7816225]
1634,[-122.03410218   37.83451005]
1635,[-121.96599562   37.84524671]
1636,[-121.92687658   38.01680335]
1637,[-121.91641463   38.03213062]
1638,[-121.96843281   38.04244622]
1639,[-122.4395932    37.71386427]
1640,[-121.95375006   37.82129581]
1641,[-121.91668212   37.76561896]
1642,[-121.89382715   37.74720285]
1643,[-121.96693105   37.93839144]
1644,[-122.21278363   37.95148814]
1645,[-122.28548136   38.01406468]
1646,[-122.420209     37.73419255]
1647,[-122.44458916   37.70968111]
1648,[-122.45589481   37.75852948]
1649,[-122.4678544   37.7630497]
1650,[-122.47017735   37.7521236 ]
1651,[-122.33033759   37.940684  ]
1652,[-122.35525761   37.94857133]
1653,[-122.38821824   37.94020978]
1654,[-122.34230854   37.91218204]
1655,[-122.3350515   37.9309025]
1656,[-122.29559597   37.92382881]
1657,[-122.30678954   37.91712415]
1658,[-122.29807023   37.901644  ]
1659,[-122.2763025    37.90971877]
1660,[-121.82756408   37.343669  ]
1664,[-121.29506833   38.72856686]
1674,[-122.4158068   37.7831439]
1677,[-122.43170375   37.80682763]
1682,[-122.43895645   37.7695572 ]
1685,[-122.23788173   37.73884263]
1686,[-122.39929405   37.7996886 ]
1687,[-122.4102145   37.7991445]
1688,[-122.41344182   37.79317745]
1689,[-122.40492925   37.79031606]
1690,[-122.40991622   37.79108678]
1691,[-122.4119478   37.7857339]
1692,[-122.41090937   37.77969947]
1694,[-122.4018235    37.78211563]
1695,[-122.330981     37.78442025]
1696,[-122.44405416   37.75899326]
1697,[-122.44520755   37.75230697]
1698,[-122.41915331   37.75949554]
1699,[-122.43042475   37.75426508]
1700,[-122.42940773   37.74938673]
1701,[-122.4384641    37.74533548]
1702,[-122.42986705   37.7373654 ]
1703,[-122.40624614   37.7592165 ]
1704,[-122.41074667   37.75142556]
1705,[-122.40207273   37.73425667]
1706,[-122.41446817   37.74389213]
1707,[-122.421551   37.737591]
1708,[-121.28845082   37.81844945]
1710,[-122.48704271   37.73213933]
1712,[-121.2247007    37.78282541]
1713,[-121.49538729   37.7177624 ]
1714,[-121.36569967   37.78542271]
1715,[-121.44378527   37.75061373]
1717,[-121.2852573    37.71918056]
1718,[-122.47975512   37.71931406]
1719,[-121.4738349    37.60236488]
1720,[-122.50479538   37.74204762]
1721,[-122.16575511   37.4877005 ]
1722,[-122.46923485   37.78456731]
1723,[-122.42191493   37.6224175 ]
1724,[-122.14601352   37.46702667]
1725,[-122.18608226   37.44370142]
1726,[-122.19416111   37.43507126]
1727,[-122.21049658   37.47226242]
1728,[-122.40988517   37.62359762]
1729,[-122.37126871   37.5920049 ]
1730,[-122.41642824   37.68748683]
1731,[-122.45616083   37.69753203]
1732,[-122.49114294   37.6770287 ]
1733,[-122.21562293   37.44510358]
1734,[-122.18663094   37.46675406]
1735,[-122.34493967   37.5676754 ]
1736,[-122.20500733   37.42360383]
1737,[-122.21623822   37.37692556]
1738,[-122.48824113   37.69091674]
1739,[-122.46566652   37.68770384]
1740,[-122.47862652   37.669026  ]
1741,[-122.4707228    37.65755445]
1742,[-122.45558067   37.66267343]
1743,[-122.40644822   37.62803319]
1744,[-122.418731     37.60123815]
1745,[-122.38767713   37.57945773]
1746,[-122.33179494   37.58137544]
1747,[-122.2939335    37.57257337]
1748,[-122.32638508   37.56242954]
1749,[-122.33877953   37.52845981]
1750,[-122.34531924   37.52300162]
1751,[-122.31206081   37.53281224]
1752,[-122.31371425   37.54419231]
1753,[-122.259472     37.55183467]
1754,[-122.26287984   37.54146531]
1755,[-122.28414563   37.54571985]
1756,[-122.31130976   37.51692207]
1757,[-122.23450846   37.46768514]
1758,[-122.28318286   37.49746498]
1759,[-122.26905459   37.46324553]
1760,[-122.24861877   37.4802314 ]
1761,[-122.24217211   37.48451822]
1762,[-122.27800267   37.40873277]
1763,[-122.29493137   37.32695537]
1764,[-122.48878554   37.78256192]
1768,[-122.46849215   37.77737638]
1770,[-122.491327    37.7532112]
1771,[-122.466901     37.74833179]
1772,[-122.45677955   37.74349182]
1773,[-122.45336069   37.71921615]
1774,[-122.46850729   37.71921486]
1775,[-122.45672795   37.71513241]
1776,[-122.48215423   37.75269577]
1777,[-122.49662347   37.77703207]
1778,[-122.50467267   37.77955183]
1779,[-122.49176833   37.7250473 ]
1780,[-122.39087124   37.73691482]
1781,[-122.39881238   37.7538865 ]
1783,[-122.4184939    37.71730817]
1784,[-121.29893748   37.95246381]
1785,[-121.29013005   37.94398419]
1786,[-121.31904979   37.93980476]
1787,[-121.32751627   37.97819655]
1789,[-121.25688247   37.97583867]
1800,[-121.46700874   37.9116018 ]
1804,[-121.97858993   36.99728307]
1805,[-121.97027977   36.96437635]
1806,[-121.91870301   37.02629725]
1807,[-121.93061837   36.98658033]
1808,[-121.876156     36.98002844]
1809,[-121.8107675   36.903044 ]
1810,[-121.44290885   38.5522256 ]
1813,[-121.80588277   37.01087138]
1814,[-121.47655323   38.562228  ]
1821,[-121.41982164   38.64270709]
1824,[-122.01736973   37.34439714]
1825,[-122.05831833   37.34307287]
1826,[-122.0415868    37.35553527]
1827,[-122.04131733   37.364942  ]
1829,[-122.002588     37.36129709]
1830,[-122.03083792   37.37289823]
1831,[-122.00636168   37.38053706]
1832,[-122.061214     37.37945427]
1833,[-122.05691342   37.39898246]
1834,[-122.07977253   37.3898666 ]
1838,[-122.07208268   37.36961564]
1839,[-121.47374512   38.62972806]
1842,[-121.49257397   38.64411597]
1845,[-121.57181384   38.66044392]
1847,[-122.09450117   37.38397254]
1848,[-122.10099908   37.37168353]
1849,[-122.11592258   37.37528987]
1850,[-122.12145134   37.39265976]
1851,[-122.13349295   37.44663667]
1852,[-122.15809075   37.42251662]
1853,[-122.09853717   37.35385625]
1856,[-121.81502093   37.34347007]
1865,[-121.32663744   38.68174333]
1868,[-121.89207853   37.35918947]
1869,[-122.1295966    37.35356171]
1870,[-121.8550198   37.2211894]
1871,[-121.89122341   37.22828691]
1872,[-121.88444073   37.24417741]
1873,[-121.76795053   37.25524618]
1874,[-121.86880039   37.26051617]
1875,[-121.85893381   37.25295   ]
1876,[-121.8245145    37.23031543]
1877,[-121.794289     37.23311724]
1884,[-121.8467405    37.36191992]
1885,[-121.84983841   37.38372365]
1886,[-121.82837924   37.37410632]
1887,[-121.81490745   37.36471028]
1888,[-121.81953139   37.38269167]
1889,[-121.8548303   37.3889928]
1890,[-121.87199586   37.38651871]
1891,[-121.89234621   37.37634168]
1892,[-121.86853525   37.3726857 ]
1893,[-121.88269924   37.39936988]
1894,[-121.8981748    37.44112953]
1895,[-121.87040378   37.42563294]
1896,[-121.62918417   37.03026924]
1897,[-121.42929184   38.58724469]
1898,[-121.42752343   38.603644  ]
1899,[-121.51249315   38.50105404]
1903,[-121.90667856   37.3404527 ]
1904,[-121.88375667   37.33503242]
1905,[-121.87864207   37.34762579]
1906,[-121.86622145   37.34567127]
1907,[-121.87579575   37.330111  ]
1908,[-121.84723513   37.4309288 ]
1909,[-121.86594137   37.45862223]
1910,[-121.96456867   37.3595505 ]
1911,[-121.99132976   37.36098294]
1912,[-121.98602282   37.34221736]
1913,[-121.9464625   37.35102  ]
1914,[-121.95629408   37.33032442]
1915,[-121.97197138   37.33103125]
1916,[-121.99187075   37.30176361]
1917,[-121.9861785    37.31389429]
1918,[-121.97476406   37.30359775]
1919,[-121.93115337   37.32198329]
1920,[-121.925143     37.31295274]
1921,[-121.92065446   37.29856929]
1922,[-121.91577004   37.28987896]
1923,[-121.92698245   37.28695973]
1924,[-121.93861843   37.27119967]
1925,[-121.92318552   37.25619085]
1926,[-121.89850441   37.26375047]
1927,[-121.885597     37.25122529]
1928,[-121.88451174   37.26819232]
1929,[-121.94570311   37.30246861]
1930,[-121.94943596   37.27532585]
1931,[-121.97069832   37.28954495]
1932,[-121.96320163   37.27610316]
1933,[-121.95458879   37.24192568]
1934,[-121.98847315   37.21885761]
1935,[-121.96742018   37.24833474]
1936,[-122.00559283   37.25950625]
1937,[-122.01739483   37.28862167]
1938,[-121.82173567   37.29050528]
1939,[-121.833551     37.31145825]
1940,[-121.83728441   37.30207882]
1941,[-121.76969911   37.35315095]
1942,[-121.77426062   37.33204281]
1943,[-121.7639821   37.3264312]
1944,[-122.40224936   37.72150282]
1945,[-121.77222612   37.2821411 ]
1946,[-121.80468236   37.30691114]
1947,[-122.05820251   37.27207465]
1948,[-122.06385252   37.29799206]
1949,[-122.0293881    37.30276415]
1950,[-121.84009287   37.33302281]
1951,[-122.41239158   37.71313992]
1952,[-121.85312121   37.34496084]
1954,[-121.15616748   37.72704403]
1955,[-122.49431376   37.54179371]
1965,[-121.51629244   37.00968934]
1966,[-121.57133219   37.01559431]
1967,[-121.99663488   36.99808705]
1968,[-122.06456181   36.97416881]
1969,[-122.0160498   36.97418  ]
1970,[-122.02704062   36.96684758]
1971,[-121.74212089   36.9217605 ]
1972,[-121.77040919   36.90619606]
1978,[-121.76957214   36.93110471]
1979,[-121.79238306   36.93809609]
1980,[-122.16047553   37.08744636]
1981,[-122.08721349   37.07862506]
1982,[-122.00124636   38.35243989]
1988,[-121.37542708   36.83192964]
1989,[-122.03677906   37.09806002]
1990,[-121.8479259    38.44269219]
1991,[-121.93967141   38.26010534]
1992,[-121.89919964   37.0844579 ]
1993,[-122.03103306   38.24729213]
1994,[-121.999778     38.24851793]
1995,[-122.03586258   38.42624495]
1996,[-122.23343261   38.13633091]
1997,[-122.43966751   38.32068765]
1998,[-122.52781442   38.30817979]
1999,[-121.60436988   38.69492481]
2000,[-122.22766158   38.14841895]
2001,[-122.64120731   38.26588148]
2002,[-122.63051184   38.20245762]
2003,[-122.65459023   38.24331017]
2004,[-122.9056771    38.47811404]
2005,[-122.04656551   38.57664348]
2008,[-122.64277885   38.51844624]
2009,[-123.01252708   38.47804451]
2010,[-122.74160143   38.57965508]
2011,[-122.82675356   38.6161483 ]
2012,[-122.17774519   38.05899422]
2013,[-122.19452631   38.10531169]
2014,[-122.98773662   38.37732919]
2015,[-121.87966309   36.49552021]
2016,[-122.16676469   38.06250931]
2017,[-121.38400565   36.57368486]
2020,[-122.22106538   38.23460039]
2021,[-122.35102072   38.37808793]
2022,[-122.2174625   38.0723695]
2023,[-122.2436708    38.08882876]
2024,[-122.258202     38.10180431]
2025,[-122.47270657   38.47551111]
2026,[-122.54491795   38.60687121]
2027,[-122.25024344   38.11215481]
2028,[-122.26777656   38.11734711]
2029,[-122.14105541   38.15696579]
2033,[-120.96603429   37.60447918]
2049,[-122.70315262   38.31487777]
2050,[-122.70706368   38.32112984]
2051,[-122.69918383   38.35748522]
2052,[-122.68487262   38.33849719]
2053,[-122.6816646   38.3272953]
2056,[-122.73177504   38.43916904]
2057,[-122.62467901   38.41441269]
2058,[-122.5987616    38.42179609]
2059,[-122.6559788   38.4636355]
2060,[-122.77552089   38.49816019]
2061,[-122.74924361   38.45717157]
2062,[-122.80349697   38.47462157]
2063,[-122.79920482   38.43058256]
2064,[-122.73425404   38.41866462]
2065,[-122.77529661   38.39057985]
2066,[-122.30440945   38.3356719 ]
2067,[-122.31911258   38.31509658]
2068,[-122.80177862   38.38381814]
2069,[-122.3315404    38.33251707]
2070,[-122.32613462   38.29513776]
2071,[-122.79467547   38.34004272]
2072,[-122.88118723   38.3434876 ]
2073,[-123.0167705    38.80944199]
2074,[-122.28044928   38.20342941]
2076,[-121.05846055   37.73743985]
2078,[-122.47884021   38.50786562]
2082,[-121.76635635   38.65953229]
2086,[-121.74073792   38.67119269]
2100,[-121.62286304   36.72985971]
2101,[-121.62076689   36.71442396]
2102,[-121.633039     36.68230351]
2103,[-121.60954056   36.68740872]
2104,[-121.65578206   36.6753905 ]
2105,[-122.54025897   38.10485313]
2106,[-121.66930738   36.68895763]
2107,[-121.76861745   36.87521517]
2108,[-121.69350398   36.84443316]
2109,[-121.6751938    36.81659753]
2110,[-121.91877501   36.55127846]
2111,[-121.91383611   36.61922439]
2112,[-121.92996504   36.62544389]
2113,[-121.80002882   36.71120061]
2114,[-122.58445992   38.09718464]
2115,[-122.56067867   38.08991852]
2116,[-122.518935     38.05528621]
2117,[-122.496407     38.00364025]
2118,[-122.58979019   38.03537061]
2119,[-122.55028633   37.98419161]
2120,[-122.53723088   37.96994782]
2121,[-122.50142136   37.96007172]
2122,[-121.81881309   36.57648687]
2123,[-121.85571266   36.59465575]
2124,[-121.79824412   36.65303271]
2125,[-121.74957483   36.83708654]
2126,[-122.27475011   38.28822579]
2127,[-122.52247439   37.90155885]
2130,[-122.59331869   37.972497  ]
2131,[-122.5306572    37.94549596]
2132,[-122.52208724   37.95087531]
2133,[-122.5242044    37.92510718]
2134,[-122.46367465   37.87454846]
2135,[-122.54122382   37.91286926]
2136,[-122.5302596    37.87096569]
2137,[-122.50005054   37.8668302 ]
2138,[-123.80032689   39.42947413]
2145,[-121.93568729   37.30597346]
2146,[-121.93950616   37.28042119]
2147,[-121.8515254   37.3272885]
2148,[-121.83111105   37.30561095]
2149,[-121.79747286   37.34176221]
2150,[-121.79249945   37.33402782]
2151,[-121.7436004    37.28401454]
2152,[-121.86782259   37.35859312]
2153,[-121.83574093   37.38281472]
2154,[-121.82758461   37.412804  ]
2155,[-122.09144102   37.43732059]
2156,[-122.49125947   38.32164143]
2157,[-122.01810227   37.52885473]
2158,[-122.46764676   38.34283533]
2159,[-122.55629496   38.46731523]
2160,[-122.6641585    38.47813953]
2161,[-122.73426773   38.43485676]
2162,[-121.91395009   37.72353091]
2163,[-122.82878361   38.38434784]
2164,[-122.78061173   38.53348546]
2169,[-122.02190425   37.40154075]
2170,[-121.92335318   37.39091278]
2171,[-121.92441261   37.3655797 ]
2172,[-121.97107364   37.28190209]
2173,[-121.93771      37.24695111]
2174,[-122.2938427    37.91395695]
2176,[-121.8829631    37.67183433]
2184,[-121.86969676   37.67155906]
2186,[-121.78437046   37.69113246]
2187,[-122.31655875   37.80392217]
2192,[-121.7401686    37.89476252]
2193,[-121.78751687   38.00912   ]
2194,[-121.8155089    37.98666262]
2195,[-121.86448581   38.00404244]
2196,[-121.92531323   37.99363194]
2197,[-122.02772088   38.03452135]
2198,[-122.07749464   37.96052364]
2199,[-122.04833107   37.95816134]
2200,[-122.01879588   37.91934212]
2201,[-122.29119021   37.94340327]
2202,[-122.02228522   37.80909952]
2203,[-122.12067537   37.93015372]
2204,[-122.0647665    37.86456673]
2205,[-122.14015552   37.85536062]
2206,[-121.90798426   37.78882933]
2207,[-122.25661074   38.04327006]
2208,[-122.27864658   38.01033983]
2209,[-122.33103555   37.97184666]
2210,[-122.357276     37.92909844]
2212,[-122.26588433   37.84844547]
2213,[-122.27357263   37.83122174]
2214,[-122.20858241   37.81188841]
2215,[-122.23060956   37.79807031]
2216,[-122.20085136   37.80289616]
2217,[-122.19717117   37.76961775]
2218,[-122.18645208   37.7816814 ]
2219,[-122.18296596   37.76600226]
2220,[-122.17926658   37.74542092]
2221,[-122.03077614   37.23684569]
2222,[-122.05556476   37.33464353]
2223,[-122.08049967   37.33938133]
2224,[-122.27612436   37.89804354]
2225,[-122.24191048   37.824219  ]
2226,[-122.0663972    37.68111453]
2227,[-122.10144378   37.67479133]
2228,[-122.06532903   37.67162065]
2229,[-122.14960039   37.45219043]
2230,[-121.76554696   37.72446195]
2231,[-122.39393494   37.60722035]
2232,[-121.9306653    37.16732987]
2233,[-121.86672676   37.24567805]
2234,[-121.63732548   37.09898545]
2235,[-121.82372805   38.45075005]
2236,[-122.11248918   37.61121338]
2237,[-121.92925247   37.5310648 ]
2238,[-121.60587009   37.06384557]
2239,[-121.59006865   36.98128774]
2240,[-122.16490035   37.4280823 ]
2241,[-122.06184415   36.95625231]
2242,[-122.13805137   37.13339271]
2243,[-121.878409     36.95698553]
2244,[-122.34689873   37.54570827]
2245,[-122.32321782   37.52323059]
2246,[-122.28860155   37.56259748]
2247,[-122.27612411   37.55867243]
2248,[-122.2876355    37.52045829]
2249,[-122.2637785    37.49581014]
2250,[-122.28153816   37.48374302]
2251,[-122.20353748   37.43137246]
